,unique_intersection_id,INTERSECTIONID,FULLINTERSECTION,LONGITUDE,LATITUDE,all_dropoffs,all_pickups,morning_dropoffs,morning_pickups,late_morning_dropoffs,late_morning_pickups,afternoon_dropoffs,afternoon_pickups,evening_dropoffs,evening_pickups,late_evening_dropoffs,late_evening_pickups,cluster_id
1412,6125,-730,3RD STREET NW AND INTERSTATE 395 INTERSTATE,-77.0152179,38.89924371,579,545,33,82,95,80,129,125,238,189,84,69,2782
1414,5647,19760,O STREET NW AND HOPKINS STREET NW//HOPKINS STREET NW AND O STREET NW,-77.04575693,38.90857094,640,543,24,57,114,81,171,146,226,171,105,88,1786
1415,129,15334,IRVING STREET NW AND 16TH STREET NW//16TH STREET NW AND IRVING STREET NW,-77.0364765,38.92868771,809,542,134,96,113,77,159,100,255,156,148,113,5863
1416,6723,13488,14TH STREET NW AND CLIFTON STREET NW//CLIFTON STREET NW AND 14TH STREET NW,-77.03203758,38.92268614,694,541,34,139,81,109,163,107,249,115,167,71,7460
1417,674,14182,33RD STREET NW AND RESERVOIR ROAD NW//RESERVOIR ROAD NW AND 33RD STREET NW//WISCONSIN AVENUE NW AND RESERVOIR ROAD NW//WISCONSIN AVENUE NW AND 33RD STREET NW//RESERVOIR ROAD NW AND WISCONSIN AVENUE NW//33RD STREET NW AND WISCONSIN AVENUE NW,-77.06602359,38.91247147,603,540,47,32,116,95,176,175,185,183,79,55,1289
1418,7323,12998,2ND STREET NE AND L STREET NE//L STREET NE AND 2ND STREET NE,-77.003573,38.90373063,748,539,69,74,141,92,137,103,267,181,134,89,5038
1420,4041,17802,30TH STREET NW AND OLIVE STREET NW//OLIVE STREET NW AND 30TH STREET NW,-77.05917303,38.90606589,784,537,54,33,128,66,211,129,284,203,107,106,279
1421,7366,20245,FACULTY ROW NE AND TAPSCOTT STREET NE//TAPSCOTT STREET NE AND FACULTY ROW NE,-76.99611172,38.90734893,576,536,34,65,136,98,170,163,159,142,77,68,8414
1423,4837,-121,INTERSTATE 695 NORTHBOUND OVER NEW JERSEY AVENUE SE,-77.00573649,38.88084594,692,535,67,71,120,89,151,133,258,158,96,84,4619
1424,8079,15160,GRESHAM PLACE NW AND GEORGIA AVENUE NW//GEORGIA AVENUE NW AND GRESHAM PLACE NW,-77.02287806,38.92663997,631,533,21,85,78,64,193,107,223,185,116,92,5398
1426,6548,13076,WESLEY PLACE SW AND I STREET SW//I STREET SW AND WESLEY PLACE SW,-77.01623079,38.87928263,658,531,36,88,101,69,155,110,225,172,141,92,6435
1427,1650,19428,T STREET NW AND 19TH STREET NW//19TH STREET NW AND T STREET NW,-77.04342358,38.91557342,808,531,67,63,106,67,188,103,321,219,126,79,1204
1428,7377,13061,T STREET NW AND FLORIDA AVENUE NW//FLORIDA AVENUE NW AND T STREET NW,-77.02065812,38.91573842,703,530,16,21,87,55,151,109,259,183,190,162,4230
1429,250,15557,MASSACHUSETTS AVENUE NW AND 22ND STREET NW//22ND STREET NW AND MASSACHUSETTS AVENUE NW//FLORIDA AVENUE NW AND MASSACHUSETTS AVENUE NW//22ND STREET NW AND FLORIDA AVENUE NW//FLORIDA AVENUE NW AND 22ND STREET NW//MASSACHUSETTS AVENUE NW AND FLORIDA AVENUE NW,-77.04878977,38.91150118,849,530,85,52,170,105,221,120,247,164,126,89,1653
1430,7730,14428,E STREET NE AND 3RD STREET NE//3RD STREET NE AND E STREET NE,-77.00203634,38.89612166,709,530,70,54,105,77,160,93,247,216,127,90,1731
1431,1658,15879,MILL ROAD NW AND 27TH STREET NW//27TH STREET NW AND MILL ROAD NW,-77.05468654,38.91101961,550,530,36,85,71,67,98,96,231,192,114,90,8349
1432,7055,-676,14TH STREET SW AND MAINE AVENUE SW,-77.03195712,38.88561814,517,528,56,27,162,123,203,236,83,128,13,14,2165
1433,5654,15719,26TH STREET NW AND O STREET NW//O STREET NW AND 26TH STREET NW,-77.05477716,38.90856963,612,528,27,71,73,72,133,84,266,168,113,133,8349
1434,8272,-476,12TH ST EXPRESSWAY SW AND D STREET SW,-77.02691035,38.88311445,317,527,32,20,77,105,110,211,84,155,14,36,3939
1436,1537,19205,MARYLAND AVENUE NE AND G STREET NE//ELLIOTT STREET NE AND G STREET NE//MARYLAND AVENUE NE AND ELLIOTT STREET NE//ELLIOTT STREET NE AND MARYLAND AVENUE NE//G STREET NE AND ELLIOTT STREET NE//G STREET NE AND MARYLAND AVENUE NE,-76.98639297,38.89891939,850,526,53,114,112,63,191,89,309,169,185,91,6971
1439,4200,16086,11TH STREET NW AND GIRARD STREET NW//GIRARD STREET NW AND 11TH STREET NW,-77.02704026,38.92575509,709,523,57,106,93,95,121,74,253,150,185,98,2979
1440,3591,19143,14TH STREET SE AND G STREET SE//G STREET SE AND 14TH STREET SE,-76.98551009999998,38.88126471,411,522,72,45,42,80,84,133,158,205,55,59,4978
1444,1490,19645,5TH STREET NW AND WARNER STREET NW//WARNER STREET NW AND 5TH STREET NW,-77.01892529,38.91186341,644,520,22,124,79,74,122,75,272,162,149,85,422
1445,2647,17132,4TH STREET NW AND FLORIDA AVENUE NW//S STREET NW AND 4TH STREET NW//FLORIDA AVENUE NW AND 4TH STREET NW//4TH STREET NW AND S STREET NW//FLORIDA AVENUE NW AND S STREET NW//S STREET NW AND FLORIDA AVENUE NW,-77.01706616,38.91420794,701,520,58,70,80,60,163,100,253,191,147,99,656
1447,1937,15232,19TH STREET NW AND CORCORAN STREET NW//CORCORAN STREET NW AND 19TH STREET NW,-77.04343537,38.91186874,715,519,97,59,119,83,157,108,238,182,104,87,465
1449,2648,9475,CALIFORNIA STREET NW AND FLORIDA AVENUE NW//FLORIDA AVENUE NW AND CALIFORNIA STREET NW,-77.04042648,38.91777704,614,517,63,80,91,93,122,90,216,133,122,121,6648
1450,7634,16396,R STREET NW AND 6TH STREET NW//6TH STREET NW AND R STREET NW,-77.01990040000003,38.91260674,615,516,73,113,64,70,129,101,213,142,136,90,6602
1452,4308,15701,KALORAMA ROAD NW AND COLUMBIA ROAD NW//COLUMBIA ROAD NW AND KALORAMA ROAD NW,-77.04439758,38.91966397,983,513,55,64,121,77,202,109,377,161,228,102,6648
1453,2867,18172,NEW JERSEY AVENUE NW AND RHODE ISLAND AVENUE NW//RHODE ISLAND AVENUE NW AND NEW JERSEY AVENUE NW,-77.01777994,38.91376513,669,512,42,89,101,77,166,115,195,160,165,71,656
1454,4020,14391,GEORGIA AVENUE NW AND HOBART PLACE NW//HOBART PLACE NW AND GEORGIA AVENUE NW,-77.02306195,38.92789884,572,512,19,47,83,66,132,124,194,157,144,118,2773
1455,1258,15123,NEBRASKA AVENUE NW AND WARD CIRCLE NW//WARD CIRCLE NW AND NEBRASKA AVENUE NW,-77.08563364,38.93822623,534,512,96,78,138,144,128,130,107,108,65,52,2967
1458,7409,16071,POTOMAC AVENUE SE AND POTOMAC AVENUE SE,-76.98490378,38.88054645,435,510,88,71,78,103,111,118,124,169,34,49,4978
1459,5678,14157,4TH STREET NE AND C STREET NE//C STREET NE AND 4TH STREET NE//C STREET NE AND MARYLAND AVENUE NE//4TH STREET NE AND MARYLAND AVENUE NE//MARYLAND AVENUE NE AND C STREET NE//MARYLAND AVENUE NE AND 4TH STREET NE,-77.00057267,38.89308786,520,509,68,99,64,76,131,91,175,184,82,59,3065
1461,938,17349,FLORIDA AVENUE NE AND ECKINGTON PLACE NE//ECKINGTON PLACE NE AND FLORIDA AVENUE NE,-77.00533144,38.90921115,578,508,72,63,93,100,157,132,159,133,97,80,5802
1463,4519,19135,QUARRY ROAD NW AND LANIER PLACE NW//LANIER PLACE NW AND QUARRY ROAD NW,-77.03954071,38.926070700000004,672,506,27,68,75,60,127,111,237,145,206,122,4042
1465,3904,16220,RIDGE STREET NW AND 5TH STREET NW//5TH STREET NW AND RIDGE STREET NW,-77.01893354,38.90644588,660,505,24,107,86,87,150,101,241,141,159,69,5391
1468,6649,8240,NEW HAMPSHIRE AVENUE NW AND 18TH STREET NW//18TH STREET NW AND NEW HAMPSHIRE AVENUE NW,-77.04166963,38.91153425,883,504,144,107,139,67,146,92,304,153,150,85,459
1470,1467,14547,PORTER PLACE NE AND FLORIDA AVENUE NE//PORTER STREET NE AND FLORIDA AVENUE NE//FLORIDA AVENUE NE AND PORTER STREET NE//FLORIDA AVENUE NE AND PORTER PLACE NE,-77.00805421,38.91036296,612,503,55,78,124,87,124,118,175,140,134,80,4277
1471,3063,16117,6TH STREET NE AND C STREET NE//6TH STREET NE AND MARYLAND AVENUE NE//MARYLAND AVENUE NE AND C STREET NE//C STREET NE AND MARYLAND AVENUE NE//MARYLAND AVENUE NE AND 6TH STREET NE//C STREET NE AND 6TH STREET NE,-76.99845445,38.89404679,533,503,64,130,89,73,141,94,175,154,64,52,3065
1472,7300,17727,OKIE STREET NE AND FENWICK STREET NE//FENWICK STREET NE AND OKIE STREET NE,-76.98459739,38.91452941,533,503,26,42,92,86,134,96,201,167,80,112,8208
1473,8323,-693,14TH STREET SW AND MAINE AVENUE SW,-77.03298811,38.88206512,713,501,20,13,127,70,255,168,225,175,86,75,8197
1474,517,19555,KANSAS AVENUE NW AND TAYLOR STREET NW//TAYLOR STREET NW AND KANSAS AVENUE NW,-77.02672519,38.94080498,495,501,58,55,125,118,137,161,134,115,41,52,518
1476,7985,9142,6TH STREET NW AND KEEFER PLACE NW//KEEFER PLACE NW AND 6TH STREET NW,-77.02136634,38.93080899,590,500,32,114,67,81,128,89,191,115,172,101,5747
1477,2780,19563,MERIDIAN PLACE NW AND HOLMEAD PLACE NW//HOLMEAD PLACE NW AND MERIDIAN PLACE NW,-77.0308661,38.93317222,479,500,24,89,57,66,143,98,158,141,97,106,2667
1478,5640,15347,ARGONNE PLACE NW AND HARVARD STREET NW//HARVARD STREET NW AND ARGONNE PLACE NW,-77.03757016,38.92694668,612,500,21,61,87,85,149,125,225,129,130,100,5863
1481,344,16412,SHERMAN AVENUE NW AND COLUMBIA ROAD NW//COLUMBIA ROAD NW AND SHERMAN AVENUE NW,-77.02608626,38.9278347,668,499,28,74,106,74,121,100,248,139,165,112,6620
1482,7059,16863,WATER STREET NW AND POTOMAC STREET NW//POTOMAC STREET NW AND WATER STREET NW,-77.06500369,38.90311578,534,499,117,31,82,121,107,134,149,144,79,69,1276
1486,4533,14238,SUMMIT PLACE NW AND QUARRY ROAD NW//QUARRY ROAD NW AND SUMMIT PLACE NW,-77.04041287,38.92662648,460,495,18,110,53,69,99,89,181,132,109,95,4105
1488,6652,15536,COLUMBIA ROAD NW AND 19TH STREET NW//19TH STREET NW AND COLUMBIA ROAD NW,-77.04478134,38.91905224,727,493,31,60,108,73,162,99,286,162,140,99,7932
1489,1203,19427,19TH STREET NW AND SWANN STREET NW//SWANN STREET NW AND 19TH STREET NW,-77.04342565,38.91483249,693,492,46,61,80,52,135,77,285,175,147,127,1204
1491,7930,19486,LAMONT STREET NW AND 18TH STREET NW//18TH STREET NW AND LAMONT STREET NW,-77.04129825,38.93145066,580,492,29,121,57,60,123,77,238,132,133,102,2458
1492,2535,16817,N STREET NW AND 6TH STREET NW//6TH STREET NW AND N STREET NW,-77.01989893,38.90724062,749,491,41,89,87,60,221,101,293,169,107,72,7635
1494,4729,14268,PENNSYLVANIA AVENUE SE AND 9TH STREET SE//9TH STREET SE AND PENNSYLVANIA AVENUE SE,-76.99376126,38.88369045,532,490,89,46,173,152,110,134,107,110,53,48,6577
1495,7021,15571,KENYON STREET NW AND SHERMAN AVENUE NW//SHERMAN AVENUE NW AND KENYON STREET NW,-77.02638052,38.92980215,665,489,41,85,103,91,133,91,247,122,141,100,6620
1496,5609,17800,FLORIDA AVENUE NW AND V STREET NW,-77.03960693,38.91821084,656,489,43,86,86,74,141,92,257,154,129,83,6648
1497,2433,15694,NEWARK STREET NW AND NEBRASKA AVENUE NW//NEBRASKA AVENUE NW AND ROCKWOOD PARKWAY NW//NEBRASKA AVENUE NW AND NEWARK STREET NW//ROCKWOOD PARKWAY NW AND NEBRASKA AVENUE NW//ROCKWOOD PARKWAY NW AND NEWARK STREET NW//NEWARK STREET NW AND ROCKWOOD PARKWAY NW,-77.08916926,38.93454073,496,488,31,28,93,74,158,151,135,163,79,72,2429
1498,6265,-529,12TH ST EXPRESSWAY SW AND INTERSTATE 395 INTERSTATE,-77.02702469,38.88557245,715,487,55,30,143,72,243,168,208,176,66,41,6625
1501,1936,19700,13TH STREET NW AND CORCORAN STREET NW//CORCORAN STREET NW AND 13TH STREET NW,-77.02962224,38.91186515,712,485,44,79,72,64,153,77,302,158,141,107,7060
1502,2010,16560,WESTMINSTER STREET NW AND 9TH STREET NW//9TH STREET NW AND WESTMINSTER STREET NW,-77.02396702,38.91483019,691,485,27,57,74,66,137,100,270,149,183,113,4230
1505,5643,19686,21ST STREET NW AND HILLYER PLACE NW//HILLYER PLACE NW AND 21ST STREET NW,-77.04662777,38.91186596,573,483,39,36,138,98,186,138,156,144,54,67,465
1506,7970,14017,N STREET NW AND BATAAN STREET NW//BATAAN STREET NW AND N STREET NW,-77.03766043,38.90723543,350,481,47,46,56,64,90,105,105,198,52,68,138
1507,3574,17079,C STREET SE AND 4TH STREET SE//4TH STREET SE AND C STREET SE,-77.00057941,38.88603221,526,481,40,38,97,69,156,121,173,183,60,70,3578
1508,6431,15446,K STREET SW AND 3RD STREET SW//3RD STREET SW AND K STREET SW,-77.01520812,38.87841454,500,480,30,45,88,87,117,114,175,146,90,88,6435
1509,364,13466,LOUISIANA AVENUE NW AND D STREET NW//D STREET NW AND LOUISIANA AVENUE NW,-77.00949819,38.89478896,803,480,119,32,129,92,255,136,253,166,47,54,7390
1511,6836,18049,U STREET NW AND FLAGLER PLACE NW//FLAGLER PLACE NW AND U STREET NW,-77.01353871,38.91699846,618,479,34,126,58,67,95,64,281,146,150,76,3880
1513,2580,13820,WISCONSIN AVENUE NW AND EDMUNDS STREET NW//EDMUNDS STREET NW AND WISCONSIN AVENUE NW,-77.07318833,38.92469637,648,477,28,106,63,54,124,87,219,145,214,85,4291
1514,4535,16400,9TH STREET NW AND R STREET NW//R STREET NW AND 9TH STREET NW,-77.02396766,38.91260631,822,476,68,52,86,62,223,93,274,172,171,97,6602
1515,7427,13723,G STREET NE AND 10TH STREET NE//10TH STREET NE AND G STREET NE,-76.99264570000003,38.89890773,689,476,41,93,73,66,140,100,336,138,99,79,1548
1516,854,17790,LINDEN PLACE NE AND 13TH STREET NE//13TH STREET NE AND LINDEN PLACE NE,-76.98830495,38.89955004,679,475,40,63,97,57,141,83,283,164,118,108,6971
1517,3579,15343,SEWARD SQUARE SE AND 4TH STREET SE//NORTH CAROLINA AVENUE SE AND 4TH STREET SE//4TH STREET SE AND SEWARD SQUARE SE//4TH STREET SE AND NORTH CAROLINA AVENUE SE//SEWARD SQUARE SE AND NORTH CAROLINA AVENUE SE//NORTH CAROLINA AVENUE SE AND SEWARD SQUARE SE,-77.00057272,38.88560738,606,475,54,50,107,63,147,103,229,188,69,71,3578
1518,1080,16593,LOGAN CIRCLE NW AND RHODE ISLAND AVENUE NW//RHODE ISLAND AVENUE NW AND LOGAN CIRCLE NW,-77.03027266,38.90942446,706,474,69,95,98,105,153,75,257,124,129,75,7060
1524,910,19463,18TH STREET NW AND MONROE STREET NW//MONROE STREET NW AND 18TH STREET NW,-77.04129101,38.93328620000001,551,467,20,129,69,60,105,80,250,126,107,72,2458
1525,6937,14393,C STREET NW AND INDIANA AVENUE NW//INDIANA AVENUE NW AND C STREET NW,-77.01166211,38.89355346,523,466,76,17,108,84,167,172,137,159,35,34,7390
1527,1485,16982,1ST STREET NW AND W STREET NW//W STREET NW AND 1ST STREET NW,-77.01214902,38.91917755,586,466,63,127,63,102,150,85,177,91,133,61,2320
1529,307,14678,T STREET NW AND 35TH PLACE NW//35TH PLACE NW AND T STREET NW,-77.07022514,38.91545024,435,466,56,87,50,80,87,87,161,146,81,66,5890
1530,2554,11635,Q STREET NW AND 21ST STREET NW//21ST STREET NW AND Q STREET NW,-77.04663017,38.91112883,738,466,96,39,167,110,161,121,219,140,95,56,465
1531,4111,14834,33RD STREET NW AND N STREET NW//N STREET NW AND 33RD STREET NW,-77.06607397,38.90680176,941,464,52,20,171,48,266,127,317,189,135,80,2634
1533,6731,4000,1ST STREET NW AND THOMAS STREET NW//THOMAS STREET NW AND 1ST STREET NW,-77.0121551,38.91628371,632,463,32,106,52,55,140,89,252,132,156,81,3880
1534,1629,17614,MARYLAND AVENUE NE AND 15TH STREET NE//15TH STREET NE AND BENNING ROAD NE//H STREET NE AND 15TH STREET NE//H STREET NE AND BLADENSBURG ROAD NE//H STREET NE AND BENNING ROAD NE//15TH STREET NE AND BLADENSBURG ROAD NE//MARYLAND AVENUE NE AND H STREET NE//BLADENSBURG ROAD NE AND H STREET NE//BENNING ROAD NE AND H STREET NE//BLADENSBURG ROAD NE AND MARYLAND AVENUE NE//15TH STREET NE AND MARYLAND AVENUE NE//H STREET NE AND MARYLAND AVENUE NE//MARYLAND AVENUE NE AND BLADENSBURG ROAD NE//BLADENSBURG ROAD NE AND 15TH STREET NE//BENNING ROAD NE AND MARYLAND AVENUE NE//BLADENSBURG ROAD NE AND BENNING ROAD NE//BENNING ROAD NE AND 15TH STREET NE//15TH STREET NE AND H STREET NE//MARYLAND AVENUE NE AND BENNING ROAD NE//BENNING ROAD NE AND BLADENSBURG ROAD NE,-76.98344242,38.90013109,635,462,26,74,77,73,170,133,238,125,124,57,8204
1535,7637,17471,UPSHUR STREET NW AND 8TH STREET NW//8TH STREET NW AND UPSHUR STREET NW,-77.02334632,38.94192876,591,462,37,42,83,60,98,101,200,141,173,118,518
1537,5184,15176,PENNSYLVANIA AVENUE SE AND G STREET SE//G STREET SE AND PENNSYLVANIA AVENUE SE,-76.98781559,38.88125633,530,462,27,45,145,104,133,114,171,126,54,73,4978
1540,1187,4869,MORTON STREET NW AND SHERMAN AVENUE NW//SHERMAN AVENUE NW AND MORTON STREET NW,-77.02667721,38.93176171,519,460,47,80,76,110,138,109,165,95,93,66,6620
1541,2630,15315,Q STREET NW AND 33RD STREET NW//33RD STREET NW AND Q STREET NW,-77.06611206,38.91075828,562,459,22,27,104,63,173,125,164,145,99,99,1289
1542,5226,19701,OTIS PLACE NW AND 11TH STREET NW//11TH STREET NW AND OTIS PLACE NW,-77.02849640000002,38.93456947,498,458,29,106,65,68,108,80,174,121,122,83,7663
1543,7381,15745,3RD STREET NW AND G STREET NW//G STREET NW AND 3RD STREET NW,-77.01518994,38.89830416,404,458,83,64,104,119,113,136,76,107,28,32,6597
1545,7708,16501,14TH STREET NW AND OTIS PLACE NW,-77.03273264,38.93456791,530,457,24,72,63,71,145,92,182,127,116,95,7461
1546,3912,6682,LAMONT STREET NW AND 6TH STREET NW//6TH STREET NW AND LAMONT STREET NW,-77.02146168,38.93137626,444,457,20,94,51,88,94,81,175,120,104,74,5747
1548,6611,18857,ROCK CREEK CHURCH ROAD NW AND 8TH STREET NW//8TH STREET NW AND ROCK CREEK CHURCH ROAD NW,-77.02308634,38.93662257,438,456,54,59,65,97,115,97,130,138,74,65,5709
1549,7788,14826,3RD STREET NW AND M STREET NW//M STREET NW AND 3RD STREET NW,-77.01524328,38.90565054,414,456,21,66,64,71,65,74,171,146,93,99,6593
1550,5104,19613,DAVIS PLACE NW AND TUNLAW ROAD NW//TUNLAW ROAD NW AND DAVIS PLACE NW,-77.07531456,38.92364087,633,455,28,104,74,68,121,75,281,127,129,81,4291
1555,2423,17659,E STREET NW AND MITCH SNYDER PLACE NW//2ND STREET NW AND MITCH SNYDER PLACE NW//MITCH SNYDER PLACE NW AND E STREET NW//E STREET NW AND 2ND STREET NW//MITCH SNYDER PLACE NW AND 2ND STREET NW//2ND STREET NW AND E STREET NW,-77.01365895,38.89612412,834,453,104,41,152,81,219,92,282,183,77,56,1962
1556,2893,2060,20TH STREET NW AND COLUMBIA ROAD NW//COLUMBIA ROAD NW AND 20TH STREET NW,-77.0454898,38.91793353,639,452,51,74,104,50,127,89,228,153,129,86,515
1557,6266,-549,SOUTH CAPITOL STREET BN AND INTERSTATE 695 INTERSTATE,-77.00923514,38.88033887,593,452,26,57,55,46,140,81,242,150,130,118,6206
1558,2810,13501,3RD STREET NW AND R STREET NW//R STREET NW AND 3RD STREET NW,-77.01517816,38.91260174,502,451,45,95,89,75,98,96,179,99,91,86,656
1559,739,13694,R STREET NE AND 1ST STREET NE//1ST STREET NE AND R STREET NE,-77.00654825,38.91259462,581,451,36,70,77,81,107,83,241,134,120,83,5802
1560,4087,13879,GEORGIA AVENUE NW AND FAIRMONT STREET NW//FAIRMONT STREET NW AND GEORGIA AVENUE NW,-77.02266435,38.92516201,501,451,26,66,88,98,147,109,170,130,70,48,5398
1562,3429,11762,F STREET SE AND SOUTH CAROLINA AVENUE SE//SOUTH CAROLINA AVENUE SE AND 2ND STREET SE//F STREET SE AND 2ND STREET SE//2ND STREET SE AND SOUTH CAROLINA AVENUE SE//2ND STREET SE AND F STREET SE//SOUTH CAROLINA AVENUE SE AND F STREET SE,-77.00351164,38.88196226,488,450,27,49,74,49,127,106,194,168,66,78,3598
1564,1465,18720,NORTH CAPITOL STREET AND FLORIDA AVENUE NE//NORTH CAPITOL STREET AND FLORIDA AVENUE NW//FLORIDA AVENUE NW AND FLORIDA AVENUE NE//FLORIDA AVENUE NW AND NORTH CAPITOL STREET//FLORIDA AVENUE NE AND NORTH CAPITOL STREET//FLORIDA AVENUE NE AND FLORIDA AVENUE NW,-77.00905089,38.9107951,525,448,29,68,73,75,105,82,195,126,123,97,4277
1565,1596,19313,I STREET NE AND 8TH STREET NE//8TH STREET NE AND I STREET NE,-76.99496093,38.90132597,628,446,33,64,69,63,159,108,241,132,126,79,7309
1566,3538,15215,ORREN STREET NE AND FLORIDA AVENUE NE//FLORIDA AVENUE NE AND ORREN STREET NE,-76.98666545,38.90124749,519,445,37,58,85,94,113,85,193,127,91,81,6971
1567,2825,13888,CLIFFBOURNE PLACE NW AND BILTMORE STREET NW//BILTMORE STREET NW AND CLIFFBOURNE PLACE NW,-77.04469366,38.92232891,631,444,17,59,69,53,146,79,274,158,125,95,1924
1569,1611,14885,I STREET NE AND 12TH STREET NE//12TH STREET NE AND I STREET NE,-76.9902442,38.90131784,578,443,35,135,64,50,137,75,244,124,98,59,6971
1573,8095,361,LOGAN CIRCLE NW AND P STREET NW,-77.02890624,38.90964009,615,442,46,82,85,66,143,100,231,110,110,84,6891
1574,4975,16803,K STREET SE AND 14TH STREET SE//14TH STREET SE AND K STREET SE,-76.98551103,38.87839716,438,440,18,67,76,79,124,88,141,142,79,64,4978
1575,760,16788,M STREET NE AND 4TH STREET NE//4TH STREET NE AND M STREET NE,-77.00057323,38.90564378,659,440,96,63,120,85,146,105,225,134,72,53,4883
1580,2509,18186,BATES STREET NW AND 3RD STREET NW//3RD STREET NW AND BATES STREET NW,-77.01518219,38.91038146,488,437,17,104,51,64,77,79,221,105,122,85,3890
1581,2024,14911,VERMONT AVENUE NW AND 12TH STREET NW//12TH STREET NW AND VERMONT AVENUE NW,-77.02829192,38.9119211,523,435,28,56,79,77,112,91,221,126,83,85,5411
1582,2511,16826,FLORIDA AVENUE NW AND 3RD STREET NW//3RD STREET NW AND FLORIDA AVENUE NW,-77.01585696,38.91369346,492,435,18,51,59,55,101,93,193,133,121,103,656
1583,2970,681,NEW JERSEY AVENUE NW AND MASSACHUSETTS AVENUE NW//MASSACHUSETTS AVENUE NW AND NEW JERSEY AVENUE NW,-77.01242737,38.89885694,842,434,248,82,165,106,175,100,179,107,75,39,218
1586,5550,-106,ROCHAMBEAU BRIDGE SW SOUTHBOUND OVER OHIO DRIVE SW,-77.03896386,38.87879522,497,434,9,12,72,52,152,115,194,167,70,88,3918
1587,648,18007,38TH STREET NW AND MACOMB STREET NW//MACOMB STREET NW AND 38TH STREET NW,-77.07397829,38.93348177,495,434,33,42,76,75,97,92,178,128,111,97,1713
1589,715,11623,WISCONSIN AVENUE NW AND WHITEHAVEN PARKWAY NW//WHITEHAVEN PARKWAY NW AND WISCONSIN AVENUE NW,-77.06853132,38.91669296,675,431,82,47,134,97,187,118,196,122,76,47,5890
1590,3305,18369,15TH STREET SE AND PENNSYLVANIA AVENUE SE//PENNSYLVANIA AVENUE SE AND 15TH STREET SE,-76.98366296,38.87956537,441,431,14,39,60,83,138,100,130,124,99,85,4978
1591,514,14293,35TH STREET NW AND T STREET NW//T STREET NW AND 35TH STREET NW,-77.06936381,38.91546886,555,430,62,61,98,65,117,103,220,149,58,52,5890
1592,5877,14125,14TH STREET NW AND PARKWOOD PLACE NW,-77.03273286,38.9352965,486,430,16,57,81,60,144,119,139,118,106,76,7461
1596,4395,14662,7TH STREET SE AND E STREET SE//E STREET SE AND 7TH STREET SE,-76.99618025,38.88272436,707,429,63,30,137,70,161,103,248,136,98,90,6577
1598,6294,16761,3RD STREET SE AND A STREET SE//A STREET SE AND 3RD STREET SE,-77.00203625,38.88867714,484,429,43,60,96,66,132,96,153,160,60,47,2143
1601,1878,15798,OGDEN STREET NW AND CENTER STREET NW//CENTER STREET NW AND OGDEN STREET NW//OTIS PLACE NW AND CENTER STREET NW//OGDEN STREET NW AND OTIS PLACE NW//CENTER STREET NW AND OTIS PLACE NW//OTIS PLACE NW AND OGDEN STREET NW,-77.0348232,38.93549165,472,427,24,99,57,45,104,87,154,108,133,88,3808
1602,7067,17547,A STREET NE AND 4TH STREET NE//4TH STREET NE AND A STREET NE,-77.00057887,38.89093754,546,426,31,76,96,65,124,84,219,137,76,64,5989
1606,4955,18650,A STREET SE AND 6TH STREET SE//6TH STREET SE AND 6TH STREET SE//6TH STREET SE AND A STREET SE,-76.99845201,38.88867805,563,425,29,72,63,53,119,72,209,147,143,81,6576
1607,5090,18562,1ST STREET NE AND QUINCY PLACE NE//QUINCY PLACE NE AND 1ST STREET NE,-77.00654599,38.91185882,524,425,31,89,70,78,122,68,204,134,97,56,5802
1609,1982,13043,O STREET NW AND 4TH STREET NW//4TH STREET NW AND O STREET NW,-77.01617346,38.90857146,507,424,99,70,54,110,77,50,200,139,77,55,3890
1610,2112,16473,E STREET SE AND 9TH STREET SE//9TH STREET SE AND E STREET SE,-76.99376003,38.88272074,519,423,50,40,117,80,132,102,164,121,56,80,3593
1615,4034,17346,POTOMAC STREET NW AND O STREET NW//O STREET NW AND POTOMAC STREET NW,-77.06528255,38.90781025,592,423,28,21,121,66,158,106,208,165,77,65,6882
1616,7754,15878,27TH STREET NW AND Q STREET NW//Q STREET NW AND 27TH STREET NW,-77.05496337,38.91057467,494,422,22,64,71,63,104,78,197,129,100,88,8349
1617,1429,20242,SWITZER DRIVE NE AND DRAPER DRIVE NE//DRAPER DRIVE NE AND SWITZER DRIVE NE//SWITZER DRIVE NE AND DRAPER DRIVE NE,-76.99164886,38.90958136,446,422,66,40,88,98,93,109,153,104,46,71,3333
1618,5853,13057,3RD STREET NW AND I STREET NW//I STREET NW AND 3RD STREET NW,-77.01517319,38.90132938,414,422,32,48,66,72,117,86,148,149,51,67,2782
1621,8066,13351,8TH STREET NW AND RHODE ISLAND AVENUE NW//RHODE ISLAND AVENUE NW AND 8TH STREET NW,-77.02294261,38.91196226,646,421,51,47,101,60,168,106,218,137,108,71,6602
1622,762,11642,SEATON PLACE NW AND RHODE ISLAND AVENUE NW//SEATON PLACE NW AND 2ND STREET NW//2ND STREET NW AND SEATON PLACE NW//RHODE ISLAND AVENUE NW AND 2ND STREET NW//RHODE ISLAND AVENUE NW AND SEATON PLACE NW//2ND STREET NW AND RHODE ISLAND AVENUE NW,-77.01427107,38.91498868,706,420,36,83,82,72,119,68,286,108,183,89,3880
