,unique_intersection_id,INTERSECTIONID,FULLINTERSECTION,LONGITUDE,LATITUDE,all_dropoffs,all_pickups,morning_dropoffs,morning_pickups,late_morning_dropoffs,late_morning_pickups,afternoon_dropoffs,afternoon_pickups,evening_dropoffs,evening_pickups,late_evening_dropoffs,late_evening_pickups,cluster_id
355,547,14270,8TH STREET NW AND V STREET NW//V STREET NW AND 8TH STREET NW,-77.02294832,38.91776243,4767,4331,175,325,536,464,895,862,1934,1455,1227,1225,6783
356,6845,15773,H STREET NW AND NEW YORK AVENUE NW//NEW YORK AVENUE NW AND H STREET NW,-77.03034094,38.89997959,4632,4329,1391,267,1059,1193,1167,1272,824,1394,191,203,7584
357,2225,19044,WEST BASIN DRIVE SW AND INDEPENDENCE AVENUE SW//INDEPENDENCE AVENUE SW AND INDEPENDENCE AVENUE SW//INDEPENDENCE AVENUE SW AND WEST BASIN DRIVE SW,-77.04416315,38.886895700000004,5240,4304,243,152,1119,818,1791,1516,1516,1300,571,518,2225
358,5038,14573,1ST STREET NE AND K STREET NE//K STREET NE AND 1ST STREET NE,-77.00588719,38.9025153,4887,4287,1076,1201,806,765,1032,828,1392,1064,581,429,5038
359,5410,16340,7TH STREET SE AND D STREET SE,-76.99617521,38.88427128,2441,4263,402,626,507,916,572,1105,751,1212,209,404,6577
360,7909,19134,P STREET NW AND 8TH STREET NW//8TH STREET NW AND P STREET NW,-77.02294098,38.90964475,4266,4244,188,454,564,525,836,849,1752,1443,926,973,6602
361,1204,19540,18TH STREET NW AND T STREET NW//T STREET NW AND 18TH STREET NW,-77.04165794,38.91557421,3522,4238,157,605,461,721,703,841,1415,1226,786,845,1204
362,5520,13261,I STREET NW AND 19TH STREET NW//19TH STREET NW AND I STREET NW,-77.04346066,38.90133642,4855,4231,1197,372,1126,903,1233,1092,1024,1507,275,357,7550
363,6648,15700,KALORAMA ROAD NW AND 18TH STREET NW//18TH STREET NW AND KALORAMA ROAD NW,-77.04170392,38.91965933,5092,4229,174,462,521,500,943,705,1995,1308,1459,1254,6648
364,8089,-286,1ST STREET NE UNDER H STREET NE,-77.00670209,38.90020775,4407,4222,1269,519,897,1054,976,1146,942,1181,323,322,8089
365,3593,16107,8TH STREET SE AND G STREET SE//G STREET SE AND 8TH STREET SE,-76.99497491,38.88126838,3888,4219,343,348,799,756,780,1061,1252,1168,714,886,3593
366,5535,12330,INDEPENDENCE AVENUE SE AND NEW JERSEY AVENUE SE//NEW JERSEY AVENUE SE AND INDEPENDENCE AVENUE SE,-77.0081557,38.88759686,4515,4219,1424,371,1263,1701,1295,1461,434,612,99,74,5535
367,4960,15811,D STREET SE AND 8TH STREET SE//8TH STREET SE AND D STREET SE,-76.99497243,38.88373848,3375,4184,270,309,836,981,928,1163,963,1193,378,538,6577
368,7698,432,4TH STREET NW AND H STREET NW//H STREET NW AND 4TH STREET NW,-77.01620393,38.89978889,4323,4171,382,511,844,667,1025,1089,1407,1248,665,656,2782
369,2724,11607,8TH STREET NW AND H STREET NW//H STREET NW AND 8TH STREET NW,-77.02294827,38.89981421,4514,4131,302,162,932,581,1264,1263,1393,1210,623,915,4208
370,5807,13128,FRANCIS SCOTT KEY BRIDGE NW AND M STREET NW//M STREET NW AND FRANCIS SCOTT KEY BRIDGE NW,-77.06862654,38.90507589,1554,4064,99,141,248,517,465,1430,509,1350,233,626,2634
371,8105,662,HOWARD ROAD SE AND FIRTH STERLING AVENUE SE//FIRTH STERLING AVENUE SE AND HOWARD ROAD SE,-76.99601181,38.86302217,1649,4034,230,748,310,611,508,918,442,1226,159,531,8105
372,6223,-680,D STREET SW AND INTERSTATE 395 INTERSTATE,-77.02388745,38.88484319,3809,4001,313,217,900,673,1258,1356,1091,1449,247,306,3939
373,3604,13686,1ST STREET SE AND H STREET SE//H STREET SE AND 1ST STREET SE,-77.00501846,38.88050276,3751,3985,202,396,647,648,941,902,1344,1298,617,741,4619
374,2012,17858,P STREET NW AND 9TH STREET NW//9TH STREET NW AND P STREET NW,-77.02396955,38.9096468,4181,3983,156,546,463,418,847,716,1792,1249,923,1054,6602
375,438,741,22ND STREET NW AND PENNSYLVANIA AVENUE NW//PENNSYLVANIA AVENUE NW AND 22ND STREET NW,-77.04883143,38.90208822,4151,3943,586,455,962,905,1141,1089,1045,1080,417,414,555
376,2939,15871,JACKSON PLACE NW AND CONNECTICUT AVENUE NW//H STREET NW AND CONNECTICUT AVENUE NW//CONNECTICUT AVENUE NW AND JACKSON PLACE NW//H STREET NW AND JACKSON PLACE NW//CONNECTICUT AVENUE NW AND H STREET NW//JACKSON PLACE NW AND H STREET NW,-77.03795514,38.90020187,4533,3933,517,210,1139,817,1470,1297,1088,1272,319,337,2670
377,2227,13087,1ST STREET SW AND INDEPENDENCE AVENUE SW//INDEPENDENCE AVENUE SW AND 1ST STREET SW,-77.01215163,38.88756399,4418,3924,770,154,1210,1198,1701,1672,573,794,164,106,2227
378,7908,17390,C STREET NW AND 6TH STREET NW//6TH STREET NW AND C STREET NW,-77.01992439,38.89359809,3755,3912,328,193,728,678,1267,1381,1094,1298,338,362,2000
379,260,898,PENNSYLVANIA AVENUE NW AND 24TH STREET NW//24TH STREET NW AND PENNSYLVANIA AVENUE NW,-77.05141648,38.90297778,4131,3865,352,665,765,738,1031,850,1423,1094,560,518,436
380,6660,16720,PENNSYLVANIA AVENUE NW AND 28TH STREET NW//28TH STREET NW AND PENNSYLVANIA AVENUE NW,-77.05704706,38.90494163,3857,3858,240,174,803,619,1226,1258,1178,1280,410,527,279
381,1891,16379,P STREET NW AND 20TH STREET NW//20TH STREET NW AND P STREET NW,-77.04488677,38.90964313,3632,3853,349,400,834,834,902,1016,1126,1132,421,471,1786
382,2204,15997,7TH STREET SW AND D STREET SW//D STREET SW AND 7TH STREET SW,-77.02190887,38.88483793,3695,3840,466,641,677,795,1145,851,1134,1278,273,275,2204
383,4108,17839,25TH STREET NW AND N STREET NW//N STREET NW AND 25TH STREET NW,-77.05324914,38.90720183,3201,3832,240,338,540,540,889,960,1069,1391,463,603,4868
384,4849,13274,LOUISIANA AVENUE NE AND COLUMBUS CIRCLE NE//COLUMBUS CIRCLE NE AND LOUISIANA AVENUE NE,-77.00743472,38.89625947,4149,3817,232,233,601,557,1496,956,1561,1709,259,362,742
385,5426,12271,INDEPENDENCE AVENUE SW AND INDEPENDENCE AVENUE SE//INDEPENDENCE AVENUE SW AND SOUTH CAPITOL STREET//INDEPENDENCE AVENUE SE AND SOUTH CAPITOL STREET//SOUTH CAPITOL STREET AND INDEPENDENCE AVENUE SE//SOUTH CAPITOL STREET AND INDEPENDENCE AVENUE SW//INDEPENDENCE AVENUE SE AND INDEPENDENCE AVENUE SW,-77.00906523,38.88758815,4174,3808,1442,176,1014,1439,1145,1429,468,698,105,66,5535
386,746,18489,EAST CAPITOL STREET AND 2ND STREET NE//EAST CAPITOL STREET AND 2ND STREET SE//2ND STREET SE AND 2ND STREET NE//2ND STREET SE AND EAST CAPITOL STREET//2ND STREET NE AND EAST CAPITOL STREET//2ND STREET NE AND 2ND STREET SE,-77.00351467,38.88980856,4334,3793,782,492,1332,1056,1338,1354,635,703,247,188,2143
387,2538,14503,F STREET NW AND 6TH STREET NW//6TH STREET NW AND F STREET NW,-77.01990061,38.89733987,4281,3790,370,236,851,638,1186,1132,1381,1156,493,628,6606
388,6576,18055,NORTH CAROLINA AVENUE SE AND 7TH STREET SE//7TH STREET SE AND NORTH CAROLINA AVENUE SE,-76.99619591,38.88738575,3220,3783,246,237,1010,988,1001,1291,724,922,239,345,6576
389,431,13452,I STREET NW AND PENNSYLVANIA AVENUE NW//I STREET NW AND 21ST STREET NW//PENNSYLVANIA AVENUE NW AND I STREET NW//PENNSYLVANIA AVENUE NW AND 21ST STREET NW//21ST STREET NW AND I STREET NW//21ST STREET NW AND PENNSYLVANIA AVENUE NW,-77.04665258,38.90131844,4656,3772,857,369,1103,841,1241,1074,1107,1101,348,387,7550
390,247,18997,6TH STREET NW AND I STREET NW//I STREET NW AND 6TH STREET NW,-77.01990851,38.90086767,3462,3751,491,884,710,744,845,793,1076,863,340,467,4208
391,375,17077,17TH STREET NW AND DE SALES STREET NW//DE SALES STREET NW AND 17TH STREET NW,-77.03850469,38.9047566,3923,3749,1145,193,933,841,1003,1028,659,1400,183,287,356
392,5576,15344,8TH STREET NW AND G STREET NW//G STREET NW AND 8TH STREET NW,-77.02293288,38.89845593,3325,3739,187,115,784,606,1126,1364,987,1252,241,402,4208
393,946,13041,2ND STREET NE AND F STREET NE//F STREET NE AND 2ND STREET NE,-77.00350925,38.8973374,2957,3736,659,812,587,911,785,847,731,954,195,212,3319
394,135,17243,D STREET NW AND 17TH STREET NW//17TH STREET NW AND D STREET NW,-77.03946796,38.89434031,4132,3717,153,74,887,740,1452,1373,1210,1053,430,477,1933
395,7614,16591,NEW JERSEY AVENUE SE AND D STREET SE//D STREET SE AND NEW JERSEY AVENUE SE,-77.00725605,38.88506827,3582,3710,1559,747,740,1004,756,1103,409,743,118,113,7487
396,7240,19363,C STREET SE AND 7TH STREET SE//7TH STREET SE AND C STREET SE,-76.99618319,38.88604152,3480,3672,485,403,788,697,867,983,958,1072,382,517,6577
397,616,15305,10TH STREET NW AND L STREET NW//L STREET NW AND 10TH STREET NW,-77.02597984,38.90417233,3945,3658,424,578,600,565,955,784,1335,1163,631,568,888
398,7625,17776,7TH STREET NW AND 7TH STREET SW//7TH STREET SW AND 7TH STREET NW,-77.02190716,38.88963009,4526,3647,126,64,1239,699,1942,1754,992,906,227,224,7912
399,5518,13158,VIRGINIA AVENUE NW AND 18TH STREET NW//18TH STREET NW AND VIRGINIA AVENUE NW,-77.04174724,38.89264276,2643,3605,140,134,613,924,898,1234,752,951,240,362,1933
400,437,13182,EAST EXECUTIVE AVENUE NW AND PENNSYLVANIA AVENUE NW//EAST EXECUTIVE AVENUE NW AND MADISON PLACE NW//MADISON PLACE NW AND PENNSYLVANIA AVENUE NW//PENNSYLVANIA AVENUE NW AND MADISON PLACE NW//PENNSYLVANIA AVENUE NW AND EAST EXECUTIVE AVENUE NW//MADISON PLACE NW AND EAST EXECUTIVE AVENUE NW,-77.03511745,38.89876108,5399,3598,340,114,1219,706,1826,1237,1474,1110,540,431,3810
401,5462,15144,RIGGS STREET NW AND 14TH STREET NW//14TH STREET NW AND RIGGS STREET NW,-77.03195199,38.91334975,3720,3594,297,351,719,665,917,946,1239,1027,548,605,6637
402,2009,19530,O STREET NW AND 9TH STREET NW//9TH STREET NW AND O STREET NW,-77.02396953,38.90857426,3525,3586,203,526,567,653,742,727,1297,1005,716,675,8304
403,171,15147,GEORGIA AVENUE NW AND FLORIDA AVENUE NW//7TH STREET NW AND FLORIDA AVENUE NW//FLORIDA AVENUE NW AND 7TH STREET NW//GEORGIA AVENUE NW AND 7TH STREET NW//FLORIDA AVENUE NW AND GEORGIA AVENUE NW//7TH STREET NW AND GEORGIA AVENUE NW,-77.02189334,38.91626167,3727,3578,205,266,612,570,976,935,1253,1094,681,713,4230
404,220,15371,23RD STREET NW AND H STREET NW//H STREET NW AND 23RD STREET NW,-77.05013139,38.8995741,4530,3572,376,380,867,585,1206,858,1481,1178,600,571,555
405,585,-237,22ND STREET NW OVER K STREET NW,-77.04882572,38.90252632,3085,3569,610,540,674,905,852,993,718,889,231,242,555
406,120,18645,23RD STREET NW AND C STREET NW//C STREET NW AND 23RD STREET NW,-77.05013604,38.89349858,3437,3552,401,98,746,771,1058,1172,896,1104,336,407,254
407,5126,15273,PENNSYLVANIA AVENUE SE AND D STREET SE//D STREET SE AND PENNSYLVANIA AVENUE SE,-76.99553353,38.88441155,2504,3551,449,492,357,595,556,782,813,1187,329,495,6577
408,5223,16018,M STREET NW AND 11TH STREET NW//11TH STREET NW AND M STREET NW,-77.02703725,38.90564753,4351,3541,224,289,634,490,1086,792,1538,1220,869,750,3824
409,259,16065,SHOREHAM DRIVE NW AND 24TH STREET NW//SHOREHAM DRIVE NW AND CALVERT STREET NW//24TH STREET NW AND CALVERT STREET NW//CALVERT STREET NW AND SHOREHAM DRIVE NW//24TH STREET NW AND SHOREHAM DRIVE NW//CALVERT STREET NW AND 24TH STREET NW,-77.05259844,38.92347268,3377,3528,396,395,745,773,823,793,925,1089,488,478,1930
410,4042,18827,COLUMBIA ROAD NW AND ONTARIO ROAD NW,-77.04033828,38.92422597,2893,3522,259,746,385,599,685,695,994,900,570,582,4042
411,533,14055,18TH STREET NW AND U STREET NW//U STREET NW AND VERNON STREET NW//U STREET NW AND 18TH STREET NW//VERNON STREET NW AND 18TH STREET NW//VERNON STREET NW AND U STREET NW//18TH STREET NW AND VERNON STREET NW,-77.04165444,38.916985,3687,3520,106,249,494,453,777,732,1391,1172,919,914,1204
412,3848,19322,S STREET NW AND 20TH STREET NW//20TH STREET NW AND S STREET NW,-77.04487371,38.91409115,3637,3520,558,350,649,702,844,813,1068,1145,518,510,515
413,5854,11608,8TH STREET NW AND I STREET NW//I STREET NW AND 8TH STREET NW,-77.02294784,38.90087434,3526,3504,386,300,730,649,881,980,1057,952,472,623,4208
414,1925,5091,MINTWOOD PLACE NW AND COLUMBIA ROAD NW//COLUMBIA ROAD NW AND MINTWOOD PLACE NW,-77.04370407,38.92111063,3592,3489,187,425,577,667,718,710,1289,979,821,708,1924
415,8332,58,HILLYER PLACE NW AND 20TH STREET NW//20TH STREET NW AND HILLYER PLACE NW,-77.0448824,38.9118696,3455,3488,415,252,746,716,717,768,1041,1093,536,659,465
416,432,14112,JACKSON PLACE NW AND PENNSYLVANIA AVENUE NW//JACKSON PLACE NW AND WEST EXECUTIVE AVENUE NW//WEST EXECUTIVE AVENUE NW AND JACKSON PLACE NW//PENNSYLVANIA AVENUE NW AND JACKSON PLACE NW//PENNSYLVANIA AVENUE NW AND WEST EXECUTIVE AVENUE NW//WEST EXECUTIVE AVENUE NW AND PENNSYLVANIA AVENUE NW,-77.03794738,38.89874768,4771,3480,428,176,1171,810,1572,1175,1177,1000,423,319,2670
417,4086,13826,NORTH CAPITOL STREET AND F STREET NW//F STREET NW AND NORTH CAPITOL STREET,-77.00906191,38.89734108,3714,3478,516,390,636,647,1023,837,1109,1198,430,406,742
418,2965,19094,10TH STREET NW AND MASSACHUSETTS AVENUE NW//MASSACHUSETTS AVENUE NW AND 10TH STREET NW,-77.02598366,38.9035789,3760,3472,537,456,640,615,1010,793,1129,1157,444,451,888
419,7787,16017,10TH STREET NW AND M STREET NW//M STREET NW AND 10TH STREET NW,-77.02598326,38.90564382,4153,3463,205,395,451,345,915,642,1655,1258,927,823,8304
420,6961,14510,MARYLAND AVENUE SW AND GARFIELD CIRCLE SW//GARFIELD CIRCLE SW AND MARYLAND AVENUE SW,-77.01258321,38.88891921,3530,3463,155,42,1211,981,1613,1688,477,678,74,74,2227
421,191,13288,10TH STREET NW AND G STREET NW//G STREET NW AND 10TH STREET NW,-77.02599438,38.89831908,3893,3456,699,231,813,807,1063,986,1012,1102,306,330,8076
422,701,14156,23RD STREET NW AND WASHINGTON CIRCLE NW//WASHINGTON CIRCLE NW AND 23RD STREET NW,-77.0501199,38.90198703,4146,3449,397,438,772,624,1023,887,1420,1045,534,455,555
423,1725,16416,MARYLAND AVENUE NE AND 1ST STREET NE//1ST STREET NE AND MARYLAND AVENUE NE,-77.00592451,38.89096936,3452,3432,444,141,1210,1173,1288,1456,416,588,94,74,1730
424,3,16300,PROSPECT STREET NW AND 36TH STREET NW//36TH STREET NW AND PROSPECT STREET NW,-77.07026701,38.90587092,3045,3417,329,241,854,954,869,980,709,893,284,349,2634
425,6909,17764,IRVING STREET NW AND HIATT PLACE NW//HIATT PLACE NW AND IRVING STREET NW,-77.03463782,38.9286843,3992,3414,507,287,586,503,912,828,1294,1109,693,687,3803
426,5890,18612,34TH STREET NW AND WISCONSIN AVENUE NW//WISCONSIN AVENUE NW AND 34TH STREET NW,-77.06779476,38.91576165,2935,3403,171,192,496,550,774,876,1056,1220,438,565,5890
427,3995,17806,4TH STREET NW AND MADISON DRIVE NW//MADISON DRIVE NW AND 4TH STREET NW,-77.01756792,38.89059634,3856,3387,146,63,976,727,1629,1442,882,944,223,211,6921
428,5870,-239,24TH STREET NW OVER K STREET NW,-77.05141446,38.90252354,3263,3369,225,665,533,624,886,730,1081,884,538,466,555
429,2025,14020,MASSACHUSETTS AVENUE NW AND 12TH STREET NW//12TH STREET NW AND MASSACHUSETTS AVENUE NW,-77.02808166,38.904303999999996,2319,3362,183,924,348,713,581,537,834,814,373,374,2026
430,3669,13492,6TH STREET SE AND SEWARD SQUARE SE//SEWARD SQUARE SE AND 6TH STREET SE//6TH STREET SE AND PENNSYLVANIA AVENUE SE//PENNSYLVANIA AVENUE SE AND SEWARD SQUARE SE//SEWARD SQUARE SE AND PENNSYLVANIA AVENUE SE//PENNSYLVANIA AVENUE SE AND 6TH STREET SE,-76.99845438,38.88559662,3613,3360,269,201,857,695,1009,996,1084,980,394,488,6577
431,8277,-629,INDEPENDENCE AVENUE SW AND INDEPENDENCE AVENUE SW,-77.02806149999998,38.88947646,4276,3355,117,87,763,529,1645,1220,1341,1168,410,351,6625
432,7552,785,R STREET NW AND 20TH STREET NW//20TH STREET NW AND R STREET NW,-77.04487314,38.91260519,3715,3354,352,284,764,665,900,842,1167,1022,532,541,465
433,146,19574,SWANN STREET NW AND 18TH STREET NW//18TH STREET NW AND SWANN STREET NW,-77.04165967,38.9148344,3420,3352,103,178,513,440,675,700,1463,1275,666,759,1204
434,3244,13270,MASSACHUSETTS AVENUE NW AND MASSACHUSETTS AVENUE NE//MASSACHUSETTS AVENUE NW AND NORTH CAPITOL STREET//MASSACHUSETTS AVENUE NE AND NORTH CAPITOL STREET//MASSACHUSETTS AVENUE NE AND MASSACHUSETTS AVENUE NW//NORTH CAPITOL STREET AND MASSACHUSETTS AVENUE NW//NORTH CAPITOL STREET AND MASSACHUSETTS AVENUE NE,-77.00906439,38.89746966,3495,3346,561,354,698,669,885,881,1078,1123,273,319,742
435,3900,16525,H STREET NW AND 5TH STREET NW//5TH STREET NW AND H STREET NW,-77.01893132,38.89980979,4126,3340,305,294,738,437,1054,883,1327,1112,702,614,3900
436,8120,13107,MARYLAND AVENUE SW AND 3RD STREET SW//3RD STREET SW AND MARYLAND AVENUE SW,-77.01517216,38.88818507,3770,3332,194,49,1122,780,1659,1555,662,821,133,127,5500
437,8197,19210,EAST BASIN DRIVE SW AND OHIO DRIVE SW//OHIO DRIVE SW AND EAST BASIN DRIVE SW,-77.03387501,38.88186016,3864,3330,166,95,951,731,1325,1155,1083,977,339,372,8197
438,2840,16394,25TH STREET NW AND K STREET NW//K STREET NW AND 25TH STREET NW,-77.05330599,38.90252881,3358,3290,173,376,523,553,810,684,1260,1089,592,588,436
439,138,17580,MASSACHUSETTS AVENUE NW AND 17TH STREET NW//17TH STREET NW AND MASSACHUSETTS AVENUE NW,-77.03849525,38.90792545,3949,3286,913,620,741,609,899,742,1033,984,363,331,138
440,434,13918,13 1/2 STREET NW AND PENNSYLVANIA AVENUE NW//PENNSYLVANIA AVENUE NW AND 13 1/2 STREET NW,-77.03076924,38.89550431,3525,3281,469,137,724,699,1154,1047,894,1083,284,315,2398
441,7811,9346,EUCLID STREET NW AND COLUMBIA ROAD NW//COLUMBIA ROAD NW AND EUCLID STREET NW,-77.04209382,38.92305544,2961,3280,277,620,403,594,727,688,934,795,620,583,1924
442,2541,16668,L STREET NW AND 7TH STREET NW//7TH STREET NW AND L STREET NW,-77.02191395,38.90416816,3126,3270,489,466,637,703,810,904,843,880,347,317,888
443,2892,13346,CHAMPLAIN STREET NW AND COLUMBIA ROAD NW//COLUMBIA ROAD NW AND CHAMPLAIN STREET NW,-77.04141185,38.92351349,3413,3263,200,286,546,497,908,807,1167,1109,592,564,1924
444,3736,14094,INDEPENDENCE AVENUE SW AND MARYLAND AVENUE SW//MARYLAND AVENUE SW AND INDEPENDENCE AVENUE SW,-77.01874888,38.88756853,3179,3258,210,47,1218,873,1388,1619,310,662,53,57,2157
445,6882,14047,WISCONSIN AVENUE NW AND O STREET NW//O STREET NW AND WISCONSIN AVENUE NW,-77.06386659,38.90839846,2674,3245,291,325,552,663,756,920,744,892,331,445,6882
446,2868,18353,BATAAN STREET NW AND RHODE ISLAND AVENUE NW//RHODE ISLAND AVENUE NW AND BATAAN STREET NW,-77.03765262,38.90685213,2789,3223,547,378,551,580,633,763,717,1090,341,412,138
447,3799,20466,D STREET NW AND 13 1/2 STREET NW//13 1/2 STREET NW AND D STREET NW,-77.03078518,38.89463314,3037,3189,451,203,632,568,904,1058,885,1106,165,254,4285
448,1155,11800,DELAWARE AVENUE NE AND CONSTITUTION AVENUE NE//CONSTITUTION AVENUE NE AND DELAWARE AVENUE NE,-77.00817142,38.89203042,3572,3178,867,249,1036,1111,1118,1249,448,493,103,76,1155
449,6737,18873,VEAZEY TERRACE NW AND CONNECTICUT AVENUE NW//CONNECTICUT AVENUE NW AND VEAZEY TERRACE NW,-77.06355874,38.94425201,2179,3175,441,438,473,739,491,828,547,805,227,365,6737
450,6596,13084,D STREET NW AND 4TH STREET NW//4TH STREET NW AND INDIANA AVENUE NW//INDIANA AVENUE NW AND 4TH STREET NW//INDIANA AVENUE NW AND D STREET NW//D STREET NW AND INDIANA AVENUE NW//4TH STREET NW AND D STREET NW,-77.01617949,38.89474738,2704,3164,461,406,522,591,784,827,763,1090,174,250,6596
451,780,15525,13TH STREET NW AND NEW YORK AVENUE NW//NEW YORK AVENUE NW AND 13TH STREET NW,-77.02963441,38.90021649,3517,3163,662,241,773,721,1095,1006,734,980,253,215,7584
452,3973,15175,L STREET NW AND 24TH STREET NW//24TH STREET NW AND L STREET NW,-77.05141382,38.90374034,3743,3142,314,333,675,573,964,692,1256,1079,534,465,436
453,2243,19243,INDEPENDENCE AVENUE SW AND MAINE AVENUE SW//MAINE AVENUE SW AND INDEPENDENCE AVENUE SW,-77.03755258,38.88771,4309,3137,146,79,836,554,1593,1120,1278,1010,456,374,3920
454,813,19567,K STREET NE AND 3RD STREET NE//3RD STREET NE AND K STREET NE,-77.00203745,38.90251444,3302,3134,147,309,360,337,725,565,1420,1183,650,740,813
455,7057,-523,D STREET SW AND MARYLAND AVENUE SW,-77.02417882,38.88484556,3132,3130,289,152,706,576,1179,1142,746,1015,212,245,3939
456,919,15800,17TH STREET NW AND N STREET NW//N STREET NW AND 17TH STREET NW,-77.03849608,38.90724264,3098,3125,702,382,670,628,673,703,778,1058,275,354,138
457,1252,14515,NEW HAMPSHIRE AVENUE NW AND W STREET NW//FLORIDA AVENUE NW AND W STREET NW//W STREET NW AND FLORIDA AVENUE NW//15TH STREET NW AND FLORIDA AVENUE NW//FLORIDA AVENUE NW AND 15TH STREET NW//W STREET NW AND 15TH STREET NW//FLORIDA AVENUE NW AND NEW HAMPSHIRE AVENUE NW//15TH STREET NW AND W STREET NW//W STREET NW AND NEW HAMPSHIRE AVENUE NW//NEW HAMPSHIRE AVENUE NW AND 15TH STREET NW//NEW HAMPSHIRE AVENUE NW AND FLORIDA AVENUE NW//15TH STREET NW AND NEW HAMPSHIRE AVENUE NW,-77.03460923,38.91912966,4410,3120,276,506,515,393,886,601,1811,987,922,633,1252
458,2072,12973,12TH STREET NE AND H STREET NE//H STREET NE AND 12TH STREET NE,-76.9902402,38.90020116,2921,3114,97,396,398,430,661,681,1134,975,631,632,6971
459,6510,20523,3RD STREET NE AND GALLOWAY STREET NE//GALLOWAY STREET NE AND 3RD STREET NE,-77.00115314,38.95270784,2357,3102,642,427,439,681,551,794,556,975,169,225,6510
460,2070,13560,WYOMING AVENUE NW AND 18TH STREET NW//18TH STREET NW AND WYOMING AVENUE NW,-77.04168105,38.91874387,3557,3095,152,293,497,494,820,697,1388,944,700,667,6648
461,6435,13077,I STREET SW AND 4TH STREET SW//4TH STREET SW AND I STREET SW,-77.01754739,38.87928586,3922,3087,271,441,513,380,966,658,1516,1031,656,577,6435
462,4514,18594,23RD STREET NW AND L STREET NW//L STREET NW AND 23RD STREET NW,-77.05011284,38.903737400000004,3030,3063,359,346,795,798,874,831,735,797,267,291,2556
463,6821,-241,23RD STREET NW OVER VIRGINIA AVENUE NW,-77.05013385,38.89714797,3530,3057,546,322,599,561,1012,805,941,980,432,389,8075
464,7253,14422,JEFFERSON DRIVE SW AND 4TH STREET SW//4TH STREET SW AND JEFFERSON DRIVE SW,-77.01756102,38.88879673,3993,3029,198,72,1252,758,1709,1387,693,719,141,93,2157
465,5198,16699,3RD STREET NW AND 3RD STREET SW//3RD STREET SW AND 3RD STREET NW,-77.01519184,38.88980068,3438,3022,120,107,834,653,1331,1125,894,872,259,265,5500
466,1076,18985,38TH STREET NW AND RESERVOIR ROAD NW//RESERVOIR ROAD NW AND 38TH STREET NW,-77.07411688,38.9125849,2525,3021,401,268,547,666,677,860,585,849,315,378,1076
467,1067,13352,8TH STREET NW AND R STREET NW//R STREET NW AND 8TH STREET NW,-77.02294493,38.91260579,1728,3015,373,885,235,588,331,508,559,731,230,303,6602
468,1854,16588,14TH STREET NW AND BELMONT STREET NW,-77.03187346,38.92108639,2465,3012,157,520,326,474,407,498,1013,891,562,629,7919
469,2723,11664,24TH STREET NW AND H STREET NW//H STREET NW AND 24TH STREET NW,-77.05143307,38.89957562,2854,3006,188,395,511,586,744,668,936,898,475,459,555
470,2450,17016,O STREET NW AND 17TH STREET NW//17TH STREET NW AND O STREET NW,-77.03849559999998,38.90869298,3009,2996,427,336,594,577,655,647,933,967,400,469,138
471,2288,15813,N STREET NW AND 20TH STREET NW//20TH STREET NW AND N STREET NW,-77.04488958,38.90724452,2739,2993,429,491,579,602,619,664,781,872,331,364,1786
472,7593,15742,3RD STREET NW AND PENNSYLVANIA AVENUE NW//PENNSYLVANIA AVENUE NW AND 3RD STREET NW,-77.01518127,38.89144796,3341,2993,182,106,900,751,1176,1093,797,789,286,254,2946
473,1974,15741,MADISON DRIVE NW AND 3RD STREET NW//3RD STREET NW AND MADISON DRIVE NW,-77.01519966,38.89063513,3097,2992,112,60,762,670,1210,1200,796,872,217,190,2946
474,2068,18816,CALIFORNIA STREET NW AND 18TH STREET NW//18TH STREET NW AND CALIFORNIA STREET NW,-77.04164772,38.91782081,3773,2985,161,306,449,382,727,566,1555,961,881,770,1204
475,917,19756,11TH STREET NW AND N STREET NW//N STREET NW AND 11TH STREET NW,-77.02703601,38.90724051,3314,2977,161,353,452,333,914,691,1179,1026,608,574,917
476,779,19170,NEW YORK AVENUE NE AND NEW YORK AVENUE NW//NEW YORK AVENUE NW AND N STREET NE//N STREET NE AND NEW YORK AVENUE NE//N STREET NE AND NEW YORK AVENUE NW//NEW YORK AVENUE NW AND NEW YORK AVENUE NE//NEW YORK AVENUE NE AND N STREET NE,-77.00905296,38.907350799999996,3189,2971,255,441,440,456,769,569,1151,1010,574,495,779
477,588,17293,7TH STREET NW AND K STREET NW//K STREET NW AND 7TH STREET NW,-77.02191769,38.90252145,3320,2969,430,341,683,536,874,800,945,884,388,408,888
478,7335,16950,4TH STREET NE AND MORSE STREET NE//MORSE STREET NE AND 4TH STREET NE,-76.99998697,38.90786551,2847,2948,260,296,593,525,738,718,831,920,425,489,8414
479,4284,18691,CONSTITUTION AVENUE NW AND PENNSYLVANIA AVENUE NW//PENNSYLVANIA AVENUE NW AND CONSTITUTION AVENUE NW,-77.01638794,38.891783000000004,2131,2943,183,198,590,889,704,960,502,702,152,194,2946
480,6430,15732,E STREET SW AND 3RD STREET SW//3RD STREET SW AND E STREET SW,-77.01518875,38.88324160000001,2717,2933,489,281,514,613,821,779,632,1029,261,231,3947
481,1478,15706,U STREET NW AND VERMONT AVENUE NW//VERMONT AVENUE NW AND U STREET NW,-77.02531363,38.91699787,3161,2914,88,271,270,296,674,540,1305,966,824,841,6783
