,cluster_ids,c_len,all_c_pickups,all_c_dropoffs,all_phhi,all_dhhi,all_hhi_ratio,morning_c_pickups,morning_c_dropoffs,morning_phhi,morning_dhhi,morning_hhi_ratio,late_morning_c_pickups,late_morning_c_dropoffs,late_morning_phhi,late_morning_dhhi,late_morning_hhi_ratio,afternoon_c_pickups,afternoon_c_dropoffs,afternoon_phhi,afternoon_dhhi,afternoon_hhi_ratio,evening_c_pickups,evening_c_dropoffs,evening_phhi,evening_dhhi,evening_hhi_ratio,late_evening_c_pickups,late_evening_c_dropoffs,late_evening_phhi,late_evening_dhhi,late_evening_hhi_ratio
27,2556,12,66436,66277,1291.4908972968683,1186.0105962242014,1.0889370646505818,9014,9001,1225.6906877938413,1013.2440813986511,1.2096697235101885,12940,12433,1266.2774808950596,1178.3759357620854,1.0745955025601621,14488,16248,1279.4748775886726,1224.096800551569,1.0452399491708095,21109,20221,1340.8719889669128,1258.3530250951508,1.065576958314637,8885,8374,1356.808136480363,1250.9434019306063,1.0846279171274842
28,1786,25,86649,77489,702.6009191971464,565.3090686467673,1.2428615746056,12998,12362,842.205392376225,633.8232295184362,1.3287701572820432,17552,15796,694.3105222330896,554.3431345245704,1.2524923264875674,20486,17849,691.701990169583,571.0376871513896,1.211307074354628,25127,22365,701.8087440037506,577.4206357952969,1.2154202681674697,10486,9117,674.2275805903652,551.706708142279,1.2220760970274254
29,1930,7,27387,21689,3080.537247754949,2262.5646851926863,1.3615244982454953,3863,3606,4219.387836131485,3084.602940375765,1.3678868618394953,6051,4037,3554.020703380053,2333.5048743143752,1.523039759848064,6481,5120,2968.611726094967,2168.1365966796875,1.3691995839381788,7817,5884,2755.985963879611,2110.497605877696,1.305846524632031,3175,3042,2404.500713001426,2035.7532351160028,1.1811356462682527
30,254,2,16848,17629,6672.42960690254,6860.953314806649,0.972522228434749,401,1070,6306.739385949091,5313.6693160974755,1.186889701028847,3517,4015,6576.737757521874,6974.392106809922,0.9429836546041381,5705,5851,6735.384570479177,7037.469050321927,0.9570748407300019,4989,4653,6553.62061116537,6890.3386536485295,0.9511318587650459,2236,2040,7022.206950182571,7248.442906574395,0.9687883371218077
31,4285,7,58133,57268,1638.7788411651552,1601.4711936060141,1.0232958592749557,3036,5639,1718.8077718237541,1513.6443839283213,1.135542661191645,12299,13260,1647.471188735354,1628.7017510333985,1.011524171132036,19768,19021,1636.4064856094353,1621.1887159569048,1.0093867971709563,17634,14749,1639.6707341361605,1614.9688019060613,1.0152956095504413,5396,4599,1759.7638423102303,1739.5402661109615,1.0116258166558467
32,6637,8,34090,35461,2397.4296809448115,2092.485506603714,1.1457329923570407,4003,2373,2053.911103020474,1864.6864598555635,1.1014779949544802,5759,5960,2306.156401173838,2067.8792621953967,1.1152277811062674,7891,7803,2413.6149743075403,2082.9804038506927,1.1587314839091243,9484,12677,2488.099115542953,2129.5451904697547,1.1683711276369322,6953,6648,2746.2162014068736,2286.782051114963,1.2009085868362073
33,2448,4,33462,32419,2777.527747735055,2657.2372354186773,1.0452690150179327,3182,5933,2894.9472618804475,2798.2756148643275,1.0345468639695834,7749,7067,2771.2979370943103,2649.0644068620604,1.046142151136688,8468,8554,2740.6492284493634,2669.229123768247,1.0267568280464023,10654,8012,2781.616890256166,2725.3116829997143,1.0206600982954277,3409,2853,3025.3885092357723,2955.524030699755,1.023638609536014
34,5760,14,75140,70863,1051.3667433956482,1071.6603842733387,0.9810633656189027,3334,5521,924.0527419411138,981.6192744955855,0.941355539718744,12007,14080,1009.8830566819975,1059.1528522081612,0.9534818837305264,22384,20491,1038.622007269565,1064.9871362029764,0.9752437113678091,25481,21859,1082.5218036714903,1115.7600054737402,0.970210258801903,11934,8912,1139.2400957065436,1114.700913620995,1.0220141401031382
35,7931,6,55662,49670,1764.070019206572,1780.54920883306,0.9907448839129315,5191,13037,1785.8335565226494,1709.1443392134688,1.0448699478152161,13558,12066,1749.7555915817443,1792.5259077724593,0.9761396384815074,16154,12411,1766.3914499799648,1780.6004600795695,0.9920201019722472,16679,9132,1772.9078335619986,1864.2666596829022,0.9509947648066382,4080,3024,1930.4438196847366,2044.0291600179164,0.9444306653960923
36,2542,6,36296,34320,2438.8046580393116,2448.3030275862443,0.996120427316427,1815,2564,2348.458286850473,2001.8083094618635,1.1731684176502384,6863,7953,2378.7949194629923,2515.0922426200996,0.9458082209282633,13206,11290,2486.324820023042,2467.2854552772114,1.0077167255637598,10485,9264,2523.641626239452,2588.135988363595,0.9750807676203594,3927,3249,3083.5597891725156,3007.0374188104,1.025447761269425
37,383,4,20814,24055,4611.239345419554,4543.154650485937,1.0149862155641862,637,1336,4900.398995487581,4641.245204202374,1.0558371255736625,4185,5531,5013.309467018953,4877.226732866195,1.0279016624828485,7481,8417,4693.654526770586,4517.436008178259,1.039008525693182,6384,6562,4350.737236261078,4356.403613538405,0.9986992992890471,2127,2209,4511.03626797556,4548.446916919364,0.9917750718812076
38,3697,5,24618,24678,3340.0957251549803,3239.3352484219135,1.031105294452667,1780,2279,2939.6098977401844,2327.262232324786,1.2631193240323855,3981,4561,2775.3399862610395,3007.966602061336,0.9226631653287376,7438,6443,3296.8316518280976,3373.8280477167114,0.9771783283559095,7098,7580,3723.852857086488,3685.1073161562513,1.0105140875437653,4321,3815,3957.754149862346,3618.618648536765,1.0937196024960285
39,2394,4,25605,23976,3306.9732394048783,3075.3254923258255,1.0753246274767037,3961,4531,3080.187725297669,3740.624251551184,0.8234421631684494,5723,4854,3875.3152447235766,3436.1764852183974,1.1277986626688845,5570,5564,3635.762242585794,3136.1134095585207,1.1593210345979197,7778,6492,3190.16933057689,2798.349568301325,1.1400181616742795,2573,2535,2866.617353910961,2713.7845313539447,1.05631722813335
40,7550,9,51264,52152,1368.2186500668836,1283.1077322660105,1.0663318563676367,3522,8990,1373.4178705055365,1229.929188407339,1.1166641815241445,12327,13154,1500.756911939329,1346.5485494820955,1.114521204984807,15092,13680,1382.258344596818,1305.7580751342293,1.0585868630027233,14684,12029,1288.537916470921,1325.5275559194827,0.9720944017471571,5639,4299,1502.3110811416739,1453.6381738592222,1.0334835092788128
41,5534,14,35613,30742,2029.461366604674,1433.3798465444536,1.4158573329304402,5983,3288,2464.367465577228,1878.5556561943158,1.3118416041873802,6954,5804,2432.756065186659,1526.0768613675018,1.5941242061731353,7972,7279,1945.607292357169,1393.3080087568585,1.3963942503230744,9616,9663,1819.0601026159948,1362.9269113618222,1.3346717916064985,5088,4708,1684.322898125074,1313.3883720040506,1.2824256206525022
42,3319,5,22579,18381,3471.0297609934414,3106.0702771929446,1.117498785034034,4354,3427,3226.7837915451746,3325.11376341722,0.9704280879187148,4248,3377,3205.4809885055024,3097.126488134253,1.0349854940656698,4838,4614,3665.520191962453,3208.9019134580144,1.1422973624059365,6890,5250,3695.700000631951,3068.762267573696,1.204296611595769,2249,1713,3702.1522929710773,2982.94795235364,1.241105226140457
43,5500,12,31608,32346,1788.3190909061211,1591.2492372047436,1.1238460004213788,1066,3867,1826.8218762430088,1484.7473422778824,1.2303924204641576,7875,8935,1812.191201814059,1677.7527432626794,1.0801300782199532,13602,12681,1873.546991508834,1685.7670818512304,1.1113913729122011,7756,5605,1654.8202645887825,1617.5709689561297,1.0230279204730603,1309,1258,1932.6330434945003,1718.540292841238,1.1245782548975363
44,7390,13,29599,28453,2235.795570286209,1845.1744862520522,1.2116987238575971,2678,4024,2649.149070148657,1292.6034745799557,2.0494677000690595,6832,5855,1996.7510653818101,1684.1459670473685,1.1856163921958014,8049,8281,1937.496883026424,1872.7297562735764,1.0345843422073473,9007,7308,2385.2581554908456,2189.0347278207532,1.0896392483756703,3033,2985,3190.7800870281826,2699.1024356848447,1.1821633906304798
45,5519,4,16077,12049,5042.108051184555,3891.4220442474775,1.2956980748562308,610,819,4153.668368718086,2931.222894592858,1.4170428241333122,4205,2745,5669.393070081058,4233.954101014926,1.3390303566876272,5352,4118,4850.738921621856,4034.5940930033657,1.2022867257040346,4276,3143,4749.1207697847585,3822.91896227839,1.2422760766433742,1634,1224,5364.358064327651,4246.670618138322,1.2631914614275657
46,589,15,59306,56334,1137.7731259533625,1069.8255549051357,1.0635127575114356,9179,5161,1100.1417724284584,1178.0516243459351,0.9338655027442172,11106,10076,1288.9882344257614,1215.606960738719,1.060365953846175,12357,12565,1150.0491412812182,1055.489536384537,1.0895883868452025,17249,19702,1127.1935712699526,1069.0095538950109,1.0544279676107142,9415,8830,1153.7367208460753,1054.2282884586034,1.0943898332807631
47,888,13,67701,65212,959.8456449275152,925.6704283227677,1.0369194213826944,9621,8623,953.8080940441832,932.8009799972239,1.0225204673852528,14164,13282,1011.1817183960578,968.0296169313746,1.0445772533297837,16577,17230,976.7991621187296,936.4103628185665,1.0431315168048696,19446,18657,968.2407141461387,925.654654924627,1.0460064225842187,7893,7420,962.4032148342114,926.0965119404829,1.0392040164557512
48,218,13,19953,19628,2820.2975986200263,2207.8385710095286,1.2774020871147533,2063,2918,2201.794702921943,1252.517403969876,1.757895495857635,4058,4080,2602.268341186847,2094.648692810457,1.2423411859557703,5241,5033,2756.356004629519,2426.033480045015,1.136157446837203,6103,5415,3013.5658792455442,2712.5155065824642,1.1109856780293128,2488,2182,3670.7966729045397,3370.4940262005352,1.0890975163787866
49,6602,18,37382,36313,1263.969787093663,1006.7495159454669,1.255495798184351,5722,2587,1064.2282691173627,948.7881260544344,1.1216711506951398,5666,4866,1284.5330903529814,1010.1978397121778,1.271565865473407,7454,8226,1393.9357529148099,1083.7568923474691,1.286207047685278,11399,13679,1339.416954194665,1035.1254980084686,1.2939657623849847,7141,6955,1359.375451340917,1002.268356555261,1.3562988818813082
50,7912,2,13374,15785,6033.366849324007,5909.69971953462,1.0209261274952097,275,598,6428.6942148760345,6673.862708470822,0.9632643786208537,3190,4548,6577.846129656745,6035.785395534701,1.0898078209545128,6180,6899,5934.686482127334,5954.931781215059,0.9966002466809797,3157,3044,5907.539234099645,5606.306799442604,1.0537309935815484,572,696,5234.974815394396,5604.480446558331,0.9340696011544039
51,3939,11,27950,29558,1772.427072366,1785.4907031577923,0.9926834506790272,1126,2653,1364.4236502623285,1487.988265529895,0.9169586090629799,5471,6949,1963.4211607632153,2080.786933545662,0.9435954874137663,10533,11130,2061.715158164037,2017.7321195477123,1.0217982546792106,8970,7132,1608.6315216459175,1587.4590959863033,1.0133373046985248,1850,1694,1345.8173849525201,1316.773277168254,1.0220570300809309
52,4107,4,16608,17962,4202.108981418059,4197.742438629518,1.0010402121741337,1461,1081,3023.8306392862846,3643.9432772444056,0.8298237401689036,2468,2969,4348.664526687137,4699.57949899041,0.9253305593875669,3532,4115,4816.70416024851,4366.434037225633,1.1031207889971864,5916,6777,4176.328070105663,4127.064719442148,1.0119366557135487,3231,3020,4374.705501610682,3987.9237752730137,1.0969882445436634
53,356,9,59245,55884,1257.2767455471362,1241.953446252596,1.0123380625423408,4725,11952,1387.5898211136307,1310.214922608775,1.0590551192553923,12525,12231,1271.5863920860875,1249.3882829925053,1.017767182064821,16080,13503,1273.8623425162743,1273.6942074400522,1.000132005841936,19771,13265,1246.976658727458,1309.7367316960413,0.952081917342799,6144,4933,1412.7916759914822,1520.615041474674,0.9290922669167957
54,2946,10,38596,33983,1599.7039000839507,1561.2962259711187,1.0245998635453963,2256,3617,2007.4442935466022,1504.6104053990734,1.3341954078897655,10330,8997,1754.5972266605688,1653.8733861480434,1.060901784475241,13645,11777,1602.6006785417972,1664.693659115356,0.9627000558129379,9776,7258,1466.5332414999423,1491.511423887713,0.9832531068902821,2589,2334,1498.7063102787577,1511.7017613036012,0.991403429328787
55,1277,8,36154,34797,1879.4205957526585,1831.149505826786,1.0263610861768917,1515,3335,2223.6992016033287,2651.5980390614286,0.8386260544944584,5280,5673,1955.6811007805327,1927.469373592441,1.014636666903563,10350,9276,1896.063478727625,1869.2756148887986,1.0143306121502151,12676,11236,1904.8262440228148,1805.9718095766277,1.0547375290810113,6333,5277,1834.0298096917963,1758.7871810725057,1.042780973974013
56,389,12,50091,43675,1270.3376789819774,1289.2113332562258,0.9853603099915526,5622,6729,1378.8205126452833,1252.190591310524,1.1011267152249007,11139,9143,1282.6480191331664,1265.7509112835946,1.0133494731853967,14157,11947,1230.4245656843473,1287.3840713675206,0.9557556233994193,14426,11266,1367.0128120451375,1486.336146057213,0.9197198195518537,4747,4590,1515.4493814216546,1600.6113508099922,0.9467940988015353
57,2026,13,43525,39423,1133.5058719974822,1048.4716337508667,1.0811030413311316,7044,6921,1145.490614522942,1226.0094891798144,0.9343244278551722,9828,7579,1207.6536120085161,1093.0148601768544,1.104883067932958,9638,9745,1220.7740931407768,1040.511809479332,1.1732438613566984,12620,10788,1134.1644460406717,1017.5617754054306,1.1145902621870625,4395,4390,1146.73438246223,1045.0163708158427,1.0973362853320434
58,2054,15,35874,36627,1341.1753318759334,1139.5386209992853,1.1769459210604276,6592,2438,1411.3827292864548,1245.5710479615548,1.133121014330142,5593,5829,1630.4527296498977,1368.041330960333,1.1918154026131347,6804,7790,1373.3202725788785,1143.124805344398,1.2013738711278579,10491,13838,1298.3894824729186,1121.2843825088028,1.1579484230109889,6394,6732,1227.187104269339,1013.6619241945864,1.210647332190573
59,2143,8,29931,30900,2036.7050356610687,1930.8120568490065,1.0548437526254495,2900,4509,2054.1759809750297,1958.7089343650737,1.0487397820753301,7491,8807,2162.6872462324345,2095.2540293921934,1.0321837905544096,10488,9605,2138.514991671132,2016.4143209074962,1.060553364205767,7001,6013,2018.9910633902339,1935.1439031054424,1.043328643492733,2051,1966,2390.530977385304,1970.797556424631,1.2129764265194962
60,6308,2,9342,10558,8028.0225156555925,7712.184270033691,1.0409531508277254,400,372,7380.5,7046.623887154584,1.0473810037533073,1027,1272,6984.438656754483,6967.8933784264855,1.0023745022246213,2078,2599,7746.125364860897,7777.2609437346855,0.9959965881177137,3404,4337,8407.246399825464,7910.614538802032,1.0627804399503253,2433,1978,8368.541608912525,7852.453837510901,1.0657231207060767
61,1730,9,25818,24763,1855.2148539061345,1850.1908613381875,1.0027153915160478,4038,6454,2207.354795122414,2610.5597823754083,0.8455484567045201,7187,5950,2077.9872305113768,1998.5571640420872,1.039743705058024,7634,6732,1977.437918378606,1916.7576643722184,1.0316577599423669,5558,4044,1685.130510909133,1498.1567740022952,1.1248025174343679,1401,1583,1432.7229301391226,1473.6686261841605,0.9722151267133504
62,2634,19,41676,35291,1002.1910577202028,752.8512633210779,1.3311939642622155,1978,2495,1106.9336002396435,937.0516584270746,1.1812941050632482,6861,6599,1140.7019700182188,882.2014273792466,1.293017597360842,11809,9909,1061.8578381549198,758.7299547488768,1.3995201211033927,14392,11264,971.7057234254964,713.1797223051717,1.36249768892013,6636,5024,897.8993242332452,680.8339080692928,1.3188228635373143
63,8304,11,33238,35170,1461.3747722361036,1303.4497455755136,1.121159275374181,4316,2466,1440.0100580549902,1395.231432970968,1.0320940483606162,5201,5389,1550.574795545545,1381.2371000616672,1.1225985715821833,6706,7551,1468.166775167579,1258.3989635060234,1.1666942025104041,10024,12972,1392.4536021768029,1277.532556898803,1.0899554728820136,6991,6792,1575.0763681878746,1367.481714786744,1.151807992133558
64,4230,17,31582,32413,1289.297956680602,1030.4143564301528,1.2512422295311816,4292,2998,2013.5404389188495,1669.3116736485651,1.2062100030235299,5162,4761,1500.542440428002,1132.3621557409076,1.3251435795699062,6904,7177,1310.4537279344331,1095.8583832454897,1.1958239750408248,9496,11222,1244.6079810840413,999.5649760074548,1.2451496510565603,5728,6255,1052.7228541166005,928.452569678869,1.1338466697127176
65,1651,2,13771,12930,5113.083501002827,5050.542842086816,1.012382957807001,1809,3806,5052.292129427184,5027.061290232614,1.005019003695776,3695,2911,5275.282950115451,5155.281716692898,1.0232773376931055,3803,3214,5255.096019037519,5102.422158191701,1.0299218402775057,3541,2234,5078.96564239891,5001.7672673238285,1.0154342197365744,923,765,5042.403768389149,5000.213593062497,1.008437674619578
66,1924,13,41138,42280,1223.6934567668268,1181.3915362645212,1.0358068592873633,5444,2924,1173.4440196920511,1132.2027618033508,1.0364256821128153,7116,6451,1217.8893821206184,1177.9780759531793,1.0338811960784111,8890,9376,1259.1187631354856,1155.3736884675418,1.0897935236914982,11670,14551,1197.2524926774504,1182.6769779160174,1.0123241722241996,8018,8978,1377.6439404455464,1320.2017396451542,1.043510168995711
67,279,11,29497,30928,2096.438863327617,1827.8958075682813,1.1469137653510946,1554,2453,1954.4199466979392,2087.437880253121,0.9362769379565671,4659,6221,2175.7365990056055,1943.4949746957695,1.1194968998292318,8913,8990,2197.052905639363,1838.1405120755853,1.1952584099017012,9962,9697,2085.3592174656387,1759.6957004198441,1.1850680870380572,4409,3567,1956.7879079478298,1725.0559182312336,1.1343330307542725
68,3723,8,21142,18020,2406.1479278715565,2336.9694050635558,1.029601809359639,2419,2705,2329.127219215522,2897.2335067872527,0.8039142215355279,4995,4542,2696.190083977872,2569.1791723841334,1.049436377563296,6917,5873,2575.432665336521,2214.2625640765755,1.1631107833006995,5616,3725,2249.688136662852,2158.025314175037,1.0424753231047503,1195,1175,2380.371492095726,2323.1579900407423,1.0246274692897577
69,3141,7,15976,14403,2861.2557669754506,2042.4255692948632,1.4009106671942442,2809,2375,4197.679457057181,3190.4106371191133,1.3157176095825753,3125,2414,3253.955583999999,2079.954751659232,1.5644357558279751,3443,3300,2835.885259369869,1938.4022038567498,1.4630014626105141,4679,4189,2533.7133384073963,1915.7251246472406,1.322587100732393,1920,2125,1999.6690538194446,1825.5789619377165,1.0953615787163455
70,515,14,31119,32387,1242.1766908540678,1062.3804486240906,1.1692390352842381,4896,4669,1458.0062689563845,1398.0781539591555,1.0428646387382001,6201,5913,1406.4570376242561,1229.9857031185804,1.143474297350156,6604,7323,1329.1194038009378,1148.0276787172959,1.1577416019150146,8963,9880,1200.0720380085638,961.0448868199771,1.248715907515526,4455,4602,1094.1644906478425,940.709224358927,1.1631272047890164
71,3812,2,8093,8802,8268.170941081275,7823.161072283204,1.0568836388112604,479,364,9010.638900632408,7791.93334138389,1.156406055577481,2009,2045,8376.79174426876,7802.423467100268,1.0736140866476134,2477,3024,8026.087074154487,7748.385491027687,1.0358399286468603,2192,2328,8252.770525867123,7716.680837496013,1.0694715383026085,936,1041,8366.20644312952,8357.118007974672,1.0010875082948663
72,8075,9,30678,30768,1594.6396751876844,1497.1677390236537,1.0651042188683513,3058,2987,1826.867182156528,1787.2660784614143,1.0221573632333496,5657,5618,1882.1589474967366,1636.9984288663773,1.149762219869773,7787,8615,1579.3031851365452,1428.5885980161881,1.1054989430334576,9817,9174,1534.8107818323356,1546.2046202267632,0.992631092776869,4359,4374,1703.038401219396,1597.8192624706535,1.0658517150344313
73,2241,9,12572,14938,3537.660745123045,3080.4503842821678,1.1484232186221108,496,747,4807.492195629552,3521.5381830758997,1.365168271846035,2347,3397,3998.3359986522423,3356.3710867499926,1.191267561097921,4576,5637,3852.178743459338,3290.403137057045,1.170731543522885,4075,4043,3138.995972750198,2783.224658443866,1.1278270200815366,1078,1114,2571.2599089222467,2320.9583270211992,1.1078440655254218
74,7919,7,24281,24366,2143.028177591519,2106.606635468117,1.0172891993740962,3759,2190,2066.6654352512205,2520.806488605325,0.8198429528776067,3867,3322,2200.8703002984744,2134.0045619283774,1.0313334561523497,4435,4673,2138.42741643354,2154.8886292573466,0.9923609913754664,7011,9041,2184.0339694000427,2105.308069406339,1.0373940047719015,5209,5140,2167.0273930028143,2001.1748853124195,1.0828775680264957
75,465,13,34402,32909,1401.8607679411912,1166.2000645407688,1.2020757077330653,4867,4352,1615.2343945414011,1390.0028215560123,1.1620367739493203,6866,6601,1516.0605554847998,1219.21155161403,1.2434762067975749,7759,7705,1417.778398723459,1174.4376613111403,1.2071976618500582,10139,9947,1384.7438739405682,1157.8190588868365,1.1959933318699247,4771,4304,1299.9998550243356,1116.7153663575684,1.1641282050811148
76,3810,3,16050,18762,3565.0394697256434,3401.9913784687806,1.0479272499891665,829,1872,3974.166267728497,3801.8949978084597,1.045311948388722,3326,4338,3561.54917848732,3385.141567938008,1.0521123288373335,5021,5867,3469.7120133677945,3380.6966880678056,1.0263304678039202,5197,4944,3702.743427153711,3495.5612896806692,1.059270062889376,1677,1741,3648.580944832557,3549.2716954776206,1.0279801767448442
77,7635,3,8233,7568,7230.6609474342185,5681.818531012967,1.2725962485368432,1748,984,8070.6227188706025,7429.502115143104,1.0862938853494288,1112,1039,7002.177035350138,5679.120647027709,1.2329685299105027,1656,1674,7299.302492473572,5461.310734560051,1.3365477350121124,2710,2786,7188.0312087253715,5592.759716952107,1.2852386965486589,1007,1085,6214.50245500957,5019.779566353078,1.2380030582746229
78,4271,4,9933,7286,5113.197413914545,3821.505097145007,1.338006173990071,983,1088,5967.045055878726,4445.217884948097,1.3423515360368883,1819,1257,5943.049377093118,3901.3916657015066,1.5233152388519553,2646,1813,4931.341479230477,3666.797587686406,1.344863293188197,3211,2132,4859.815522416374,3760.3840697809487,1.2923721173777523,1274,996,4561.893589702515,3748.7298591958197,1.2169171322153194
79,7487,9,20696,19972,2192.1595989522107,1862.3017447739471,1.1771237422205727,3061,5510,2205.0336397423143,2023.0051943175417,1.0899792279011817,4757,4145,2194.8571502054724,1911.1112404527669,1.1484716869152434,5975,4990,2276.6102834334133,1919.0557467640695,1.186317952082557,5543,4083,2225.2343697441765,1963.2816222338233,1.1334259662718704,1360,1244,2388.1704152249135,1845.6824267739166,1.2939227142121172
80,5709,9,22130,13414,2479.3854414482557,1972.9825698107777,1.2566687001629444,3731,2319,3085.5298939445606,2607.2207374035406,1.183455566181694,4290,2314,2549.1635016110536,2045.4428307943303,1.2462648494659259,5135,3077,2506.015858101939,2001.1271736406136,1.252302148065278,6223,3799,2388.5135900217656,1853.3569015993942,1.288749936917464,2751,1905,2185.5850706150804,1838.860299942822,1.1885541662316814
81,7060,11,26071,27349,1929.794968755793,1765.3157639067942,1.0931726823109493,2836,1720,1867.7277438375431,1679.7931314223904,1.1118796171383414,4615,4198,1873.4974393406023,1874.8543113953624,0.9992762786705542,5711,6045,1929.9832739142814,1780.2053936529237,1.0841351682201223,7474,10138,1907.9557862851498,1741.088193036705,1.0958409768763087,5435,5248,2185.948683487803,1770.8038021453006,1.2344386661241415
82,2456,13,36639,37634,1218.004492661409,1075.6564326153332,1.1323359910561526,4814,3036,1117.3674829110291,1032.758414181339,1.081925325001355,5830,6030,1273.5110580218836,1112.719982178659,1.1445027306226698,7604,8216,1242.9022101659718,1077.2702040050096,1.153751589476053,11383,13406,1222.476366142251,1096.5761365588128,1.1148121187266835,7008,6946,1274.160255207356,1092.9067466198253,1.1658453561094
83,4557,10,24117,27631,1708.5951229700725,1497.337595784321,1.1410887750234393,1755,1066,1651.4833483494454,1552.6120335528656,1.0636806315163816,3062,4064,1854.9242073566922,1511.38501495753,1.2273009120768712,5701,6403,1809.7715233875613,1576.1072582109223,1.14825403788945,8069,10760,1666.9407977215235,1458.0642542253422,1.1432560622008772,5530,5338,1695.0527943912705,1512.9743396596166,1.1203447077447575
84,5592,5,10237,12439,4608.772769164873,3773.7913570680903,1.2212579692655536,853,1397,6296.802266052234,4894.346152328668,1.2865461636905873,1390,1779,4307.841209047151,3372.690760768076,1.2772713286248958,2277,3184,4211.759187413652,3882.1758762404993,1.084896542990299,3788,4693,4842.433004129084,3777.880916620585,1.2817855064793227,1929,1386,4307.071596362415,3288.9292846002804,1.3095664952510144
85,11,8,26927,26011,1781.7094567197453,1694.9206365539853,1.0512052412921316,1835,2984,1710.0520458240837,1935.6271877178733,0.8834614726817589,6338,6237,1908.7297552885166,1756.4764307322157,1.0866811087768662,7917,7228,1840.323781105948,1733.5350994671462,1.0616016841375906,7654,6840,1752.9017790540977,1640.256831161725,1.068675189002317,3183,2722,1715.2671241117666,1660.7623624630937,1.0328191214351923
86,6783,11,31338,31310,1383.8620896042544,1208.2072507020948,1.1453846919061987,3415,1446,1562.5740371155593,1233.0863602363747,1.2672056779672949,4093,3582,1568.700567892278,1312.5323247542385,1.1951709975493403,6622,6572,1509.0473432645053,1264.010266539579,1.1938568722196796,9694,11922,1358.7600249925413,1217.170823009631,1.1163264837656972,7514,7788,1329.7757591914842,1207.4724682778794,1.1012886787290779
87,6577,16,36458,32167,1081.9981969051541,1013.6695890633994,1.0674071793994415,3715,3946,1109.399346797114,961.1470513359652,1.1542451753403213,7636,7276,1133.5771720128057,1104.7148766562468,1.0261264657211093,9568,7851,1119.6391032398967,1035.5404434986672,1.0812123372575335,10671,9405,1057.9943358511027,997.7930342909779,1.060334457639207,4868,3689,1113.404562453708,1095.6216972924933,1.0162308442824377
88,8308,5,8567,8898,5614.013117703124,4654.91019041962,1.2060411238991153,600,895,4095.944444444445,6285.259511251209,0.6516746742298097,1998,2419,6819.096373650928,6224.686028223922,1.0954924220646367,2999,2810,6743.987464533303,5401.084079482274,1.248635897032685,2206,1948,4809.573166070612,3083.2602490207405,1.5598985416810527,764,826,3236.376469943258,2674.606757382643,1.2100382461870245
89,6921,2,9668,8532,5448.016258097339,5046.184475466345,1.0796308150414693,343,675,7001.2494793835895,6609.755829903977,1.0592296689248957,2616,2408,5986.5220146078245,5179.302656703569,1.1558548344069972,3861,3336,5320.154439553559,5002.733424770974,1.0634495160607358,2298,1685,5159.161370124701,5010.990675272302,1.029569142002913,550,428,5270.809917355372,5008.843567123766,1.0523007649811742
90,3920,2,9416,11561,5556.736206706133,5324.010978841835,1.0437123869182787,259,414,5760.349428303096,5434.199164507922,1.0600180917043565,1951,2562,5933.4920309236995,5603.381189437166,1.0589127939589082,3358,4131,5554.232804702025,5261.6515015592295,1.055606362955831,2813,3296,5397.353382782115,5252.033945235178,1.0276691733264167,1035,1158,5384.461714392401,5225.643641440039,1.0303920595910738
91,436,10,29974,30218,1468.5995806360843,1353.052259982035,1.0853975297713805,4133,2391,1775.4069869788636,1648.0752354299484,1.077260885189927,5554,5265,1586.3018526714307,1395.8303008002283,1.136457527653616,6684,7698,1506.1477501404786,1371.8584542580084,1.0978885944578756,9305,10468,1417.5225455567067,1336.071399942383,1.0609631682991165,4298,4396,1371.0078881365275,1309.724242652556,1.0467912584101329
92,755,7,13482,14153,2758.984100752357,2279.757859580721,1.210209272514482,1869,972,2384.9773886746125,2220.062998526648,1.0742836533275906,1951,1946,2990.9854479336254,2228.4254522677556,1.342196771666672,2661,3274,2736.730151346131,2291.714323137554,1.194184686858924,4551,5473,2786.2186993656355,2297.953954247233,1.2124780369145165,2450,2488,2944.0699708454813,2542.134722552497,1.1581093420137116
93,7934,2,8299,8656,6111.573465059465,5795.2013027835765,1.054592091930254,887,1143,5679.545076127808,5424.390848781697,1.047038319040638,1661,1884,5890.567363110434,5639.923413616058,1.0444410200481207,2183,2349,6203.487197221522,5761.978367831678,1.0766245204693454,2608,2413,6178.20874421318,6014.645768903727,1.027194116094931,960,867,6629.253472222223,6293.62675255325,1.0533280305402306
94,5509,5,11281,13125,3516.361077927111,3394.9031328798187,1.0357765568834545,271,566,2922.7543197941204,3022.7621770780006,0.9669150758725735,1143,2212,2930.592774765797,3413.4337118920635,0.8585468540244104,3800,4397,3697.1177285318563,3435.7429075968175,1.0760751976980318,4176,4287,3427.7964485988173,3531.5271991763802,0.9706272259203454,1891,1663,4282.2705789146785,3779.580259975434,1.1330016256732467
95,5448,1,5980,6025,10000.0,10000.0,1.0,282,683,10000.0,10000.0,1.0,1177,1233,10000.0,10000.0,1.0,2193,2172,10000.0,10000.0,1.0,1830,1453,10000.0,10000.0,1.0,498,484,10000.0,10000.0,1.0
