,Unnamed: 0,unique_intersection_id,INTERSECTIONID,FULLINTERSECTION,LONGITUDE,LATITUDE,all_dropoffs,all_pickups,morning_dropoffs,morning_pickups,late_morning_dropoffs,late_morning_pickups,afternoon_dropoffs,afternoon_pickups,evening_dropoffs,evening_pickups,late_evening_dropoffs,late_evening_pickups
3374,3438,3439,19006,OGLETHORPE STREET NE AND EASTERN AVENUE NE//EASTERN AVENUE NE AND OGLETHORPE STREET NE,-76.99263533,38.95802901,37,68,3,7,6,16,11,13,13,28,4,4
3375,6758,6759,11592,14TH STREET SE AND IVES PLACE SE//IVES PLACE SE AND 14TH STREET SE,-76.98550645,38.87910905,72,68,8,10,11,17,12,7,31,20,10,14
3376,1134,1135,18415,10TH STREET NE AND BUCHANAN STREET NE//BUCHANAN STREET NE AND 10TH STREET NE,-76.99264566,38.94627655,103,68,32,12,18,10,28,24,20,19,5,3
3377,4485,4486,7908,RAUM STREET NE AND 11TH PLACE NE//11TH PLACE NE AND RAUM STREET NE,-76.98656595,38.90927653,77,68,4,13,12,15,15,13,25,12,21,15
3378,4421,4422,18448,M STREET NE AND 18TH STREET NE//18TH STREET NE AND M STREET NE,-76.97804352,38.9056292,92,68,6,15,13,13,21,21,38,11,14,8
3379,4070,4071,16105,NEWARK STREET NW AND 33RD PLACE NW//33RD PLACE NW AND NEWARK STREET NW,-77.06484323,38.93464684,78,68,5,2,7,12,18,13,36,29,12,12
3380,7067,7068,11221,HAREWOOD ROAD NE AND 4TH STREET NE//4TH STREET NE AND HAREWOOD ROAD NE,-77.00056662,38.93055289,96,68,47,5,23,21,14,16,10,25,2,1
3381,208,209,6491,FERN PLACE NW AND GEORGIA AVENUE NW//GEORGIA AVENUE NW AND FERN PLACE NW,-77.02642569,38.97830354,75,67,8,2,15,17,22,20,23,24,7,4
3382,6711,6712,16820,7TH STREET NW AND BUCHANAN STREET NW//BUCHANAN STREET NW AND 7TH STREET NW,-77.02183172,38.94626114,84,67,13,19,6,6,12,9,46,22,7,11
3383,653,654,18966,29TH STREET NW AND R STREET NW//R STREET NW AND 29TH STREET NW,-77.05824803,38.91255128,105,67,4,6,17,12,25,16,40,18,19,15
3384,1624,1625,15679,HAMLIN STREET NE AND 14TH STREET NE//14TH STREET NE AND HAMLIN STREET NE,-76.98596944,38.92783542,141,67,1,26,6,3,10,3,100,17,24,18
3385,221,222,18192,NEW HAMPSHIRE AVENUE NW AND HAMILTON STREET NW//NEW HAMPSHIRE AVENUE NW AND 1ST STREET NW//HAMILTON STREET NW AND 1ST STREET NW//HAMILTON STREET NW AND NEW HAMPSHIRE AVENUE NW//1ST STREET NW AND NEW HAMPSHIRE AVENUE NW//1ST STREET NW AND HAMILTON STREET NW,-77.01163535,38.9533758,75,67,8,15,17,17,21,10,20,19,9,6
3386,5360,5361,19839,C STREET SE AND CAPE DRIVE SE,-76.94681737,38.88617219,58,67,10,23,16,7,18,16,9,14,5,7
3387,1164,1165,13700,NORTH CAPITOL STREET AND DOUGLAS STREET NE//DOUGLAS STREET NE AND NORTH CAPITOL STREET,-77.00903774,38.92344657,88,67,0,18,18,12,11,18,33,14,26,5
3388,4088,4089,16366,GEORGIA AVENUE NW AND FARRAGUT STREET NW//FARRAGUT STREET NW AND GEORGIA AVENUE NW,-77.02728418,38.95080242,71,67,5,14,12,10,18,19,25,15,11,9
3389,6475,6476,14116,16TH STREET SE AND GOOD HOPE ROAD SE//GOOD HOPE ROAD SE AND 16TH STREET SE,-76.98191599,38.86619126,87,67,9,5,25,16,27,22,14,14,12,10
3390,2775,2776,15604,HIGHWOOD COURT NW AND HIGHWOOD COURT NW,-77.07619815,38.91555451,121,67,5,12,11,17,31,14,59,18,15,6
3391,847,848,17013,GIRARD STREET NE AND 12TH STREET NE//12TH STREET NE AND GIRARD STREET NE,-76.99051877,38.92652295,85,67,2,12,13,10,19,17,35,19,16,9
3392,1675,1676,18278,YUMA STREET NW AND 35TH STREET NW//35TH STREET NW AND YUMA STREET NW,-77.067646,38.94625334,75,67,4,13,13,9,13,11,35,24,10,10
3393,348,349,-12,KLINGLE ROAD NW UNDER CONNECTICUT AVENUE NW,-77.05677025,38.93256989,252,67,17,6,45,13,60,9,92,26,38,13
3394,3105,3106,13854,19TH STREET NE AND BENNING ROAD NE//BENNING ROAD NE AND 19TH STREET NE,-76.97625908,38.89886720000001,63,67,13,13,8,18,13,17,23,13,6,6
3395,8320,8321,15479,GEORGIA AVENUE NW AND MISSOURI AVENUE NW//MISSOURI AVENUE NW AND GEORGIA AVENUE NW,-77.02801021,38.96125939,62,67,8,5,18,14,23,25,7,17,6,6
3396,4446,4447,15544,JACKSON STREET NE AND RHODE ISLAND AVENUE NE//RHODE ISLAND AVENUE NE AND JACKSON STREET NE//JACKSON STREET NE AND 22ND STREET NE//RHODE ISLAND AVENUE NE AND 22ND STREET NE//22ND STREET NE AND JACKSON STREET NE//22ND STREET NE AND RHODE ISLAND AVENUE NE,-76.97416352,38.93002867,49,67,5,10,6,13,19,13,14,22,5,9
3397,8256,8257,13090,MARTIN LUTHER KING JR AVENUE SE AND U STREET SE,-76.98888818,38.86683281,72,67,7,3,7,17,16,17,25,18,17,12
3398,797,798,13660,47TH STREET NW AND YUMA STREET NW//YUMA STREET NW AND 47TH STREET NW,-77.09261709,38.94628676,73,66,9,12,18,12,18,15,21,16,7,11
3399,8160,8161,19471,10TH STREET NE AND KENT PLACE NE//KENT PLACE NE AND 10TH STREET NE,-76.99263823,38.9031622,105,66,3,12,10,11,18,13,40,22,34,8
3400,2675,2676,13821,GEORGIA AVENUE NW AND PINEY BRANCH ROAD NW//PINEY BRANCH ROAD NW AND GEORGIA AVENUE NW,-77.02747683,38.96753539,73,66,5,4,13,12,25,21,18,18,12,11
3401,5744,5745,18986,15TH STREET NE AND DOWNING STREET NE//DOWNING STREET NE AND 15TH STREET NE,-76.98380469,38.92201783,84,66,12,2,17,15,26,25,21,10,8,14
3402,7732,7733,14878,48TH STREET NW AND ASHBY STREET NW//ASHBY STREET NW AND 48TH STREET NW,-77.09433997,38.92024371,76,66,1,12,8,13,15,24,47,13,5,4
3403,3441,3442,14760,RIGGS ROAD NE AND EASTERN AVENUE NE//EASTERN AVENUE NE AND RIGGS ROAD NE,-76.99723003,38.96161675,88,66,9,8,17,15,23,18,27,13,12,12
3404,1709,1710,18952,DAVENPORT STREET NW AND WISCONSIN AVENUE NW//WISCONSIN AVENUE NW AND DAVENPORT STREET NW,-77.08128468,38.95206652,89,66,8,5,17,11,28,22,27,16,9,12
3405,447,448,-611,KLINGLE ROAD NW AND PORTER STREET NW,-77.05295914,38.93354264,75,66,9,2,35,11,18,29,12,22,1,2
3406,6816,6817,14666,38TH STREET NW AND VEAZEY STREET NW//VEAZEY STREET NW AND 38TH STREET NW,-77.07460678,38.94397244,61,66,5,10,6,5,17,20,16,16,17,15
3407,6449,6450,13605,10TH STREET NE AND EVARTS STREET NE,-76.99242591,38.92451176,89,66,5,9,11,10,20,12,36,26,17,9
3408,3097,3098,17509,14TH PLACE NE AND NORTH CAROLINA AVENUE NE//NORTH CAROLINA AVENUE NE AND CONSTITUTION AVENUE NE//14TH PLACE NE AND CONSTITUTION AVENUE NE//NORTH CAROLINA AVENUE NE AND 14TH PLACE NE//CONSTITUTION AVENUE NE AND NORTH CAROLINA AVENUE NE//CONSTITUTION AVENUE NE AND 14TH PLACE NE,-76.98456176,38.89210986,113,66,6,14,13,9,35,8,43,24,16,11
3409,424,425,17112,OTIS PLACE NW AND PARK PLACE NW//PARK PLACE NW AND OTIS PLACE NW,-77.01919285,38.93521492,72,66,5,22,3,9,9,15,41,13,14,7
3410,8414,8415,16053,STAPLES STREET NE AND NEAL STREET NE//NEAL STREET NE AND STAPLES STREET NE,-76.98466622,38.90273893,90,66,2,17,11,17,16,13,34,11,27,8
3411,3054,3055,17403,C STREET SE AND MINNESOTA AVENUE SE//MINNESOTA AVENUE SE AND C STREET SE,-76.95580324,38.88599746,93,66,5,10,18,14,22,13,30,15,18,14
3412,6723,6724,13152,NEWARK STREET NW AND SHERIER PLACE NW//SHERIER PLACE NW AND NEWARK STREET NW,-77.11173719,38.93410001,81,66,2,8,10,16,22,13,26,16,21,13
3413,6742,6743,19021,ALABAMA AVENUE SE AND 15TH PLACE SE//15TH PLACE SE AND ALABAMA AVENUE SE,-76.98280150000002,38.84617854,60,66,7,4,13,13,19,18,14,20,7,11
3414,962,963,18790,C STREET NE AND 19TH STREET NE//19TH STREET NE AND C STREET NE,-76.97725942,38.89330178,128,66,13,14,15,8,15,13,51,22,34,9
3415,4002,4003,17966,36TH PLACE NW AND MASSACHUSETTS AVENUE NW//MASSACHUSETTS AVENUE NW AND 36TH PLACE NW,-77.072023,38.92777812,114,66,19,11,15,15,34,13,27,17,19,10
3416,1638,1639,16669,MONROE STREET NE AND 18TH STREET NE//18TH STREET NE AND MONROE STREET NE,-76.97961434,38.93311209,91,65,3,18,13,11,20,18,36,12,19,6
3417,442,443,17040,VAN BUREN STREET NW AND PINEY BRANCH ROAD NW//PINEY BRANCH ROAD NW AND VAN BUREN STREET NW,-77.02540595,38.9699244,77,65,9,4,3,12,29,10,23,26,13,13
3418,6419,6420,4984,V STREET SE AND FENDALL STREET SE//FENDALL STREET SE AND V STREET SE,-76.98005855,38.86404479,120,65,3,3,21,15,37,17,33,13,26,17
3419,7310,7311,18726,SOUTH DAKOTA AVENUE NE AND HAMILTON STREET NE//HAMILTON STREET NE AND SOUTH DAKOTA AVENUE NE,-76.99815225,38.95366193,65,65,9,3,13,14,26,19,11,17,6,12
3420,448,449,15762,39TH STREET NW AND PORTER STREET NW//PORTER STREET NW AND 39TH STREET NW,-77.07782955,38.93787785,65,65,1,16,6,15,11,10,22,11,25,13
3421,596,597,19098,24TH STREET NW AND KALORAMA CIRCLE NW//KALORAMA CIRCLE NW AND 24TH STREET NW//KALORAMA ROAD NW AND KALORAMA CIRCLE NW//24TH STREET NW AND KALORAMA ROAD NW//KALORAMA ROAD NW AND 24TH STREET NW//KALORAMA CIRCLE NW AND KALORAMA ROAD NW,-77.05259816,38.91794472,108,65,4,6,18,14,30,18,38,22,18,5
3422,1805,1806,17406,CONNECTICUT AVENUE NW AND EVERETT STREET NW//EVERETT STREET NW AND CONNECTICUT AVENUE NW,-77.06923854,38.95401655,39,65,0,6,5,24,13,10,18,23,3,2
3423,2759,2760,16113,32ND STREET NW AND ALBEMARLE STREET NW//ALBEMARLE STREET NW AND 32ND STREET NW,-77.06445141,38.94789465,97,65,2,3,33,13,30,20,28,21,4,8
3424,7039,7040,13408,ALABAMA AVENUE SE AND NAYLOR ROAD SE//NAYLOR ROAD SE AND ALABAMA AVENUE SE,-76.96819474,38.85890656,66,65,4,5,18,11,20,18,17,21,7,10
3425,3136,3137,16434,TRINIDAD AVENUE NE AND MOUNT OLIVET ROAD NE//MOUNT OLIVET ROAD NE AND TRINIDAD AVENUE NE,-76.98221402,38.90900047,57,65,3,5,8,28,26,13,12,15,8,4
3426,949,950,11632,51ST STREET NE AND FITCH PLACE NE//FITCH PLACE NE AND 51ST STREET NE,-76.92723846,38.89655316,81,65,3,3,17,12,19,15,26,20,16,15
3427,4665,4666,12742,NAYLOR ROAD SE AND GOOD HOPE ROAD SE//GOOD HOPE ROAD SE AND NAYLOR ROAD SE,-76.96814669,38.86021844,52,65,4,2,10,16,14,23,12,17,12,7
3428,3500,3501,15801,15TH STREET SE AND E STREET SE//E STREET SE AND 15TH STREET SE,-76.98365281,38.88283543,91,65,3,13,14,10,16,12,44,16,14,14
3429,2849,2850,17011,CHARLESTON TERRACE NW AND KENMORE DRIVE NW//KENMORE DRIVE NW AND CHARLESTON TERRACE NW,-77.08743076,38.91251624,134,65,3,10,10,14,33,15,50,14,38,12
3430,2026,2027,14504,CRITTENDEN STREET NW AND 13TH STREET NW//13TH STREET NW AND CRITTENDEN STREET NW,-77.02970279,38.9471869,82,65,9,16,7,10,16,11,33,20,17,8
3431,311,312,16081,EASTERN AVENUE NW AND CARROLL STREET NW//CARROLL STREET NW AND WILLOW STREET NW//EASTERN AVENUE NW AND WILLOW STREET NW//CARROLL STREET NW AND EASTERN AVENUE NW//WILLOW STREET NW AND CARROLL STREET NW//WILLOW STREET NW AND EASTERN AVENUE NW,-77.01380473,38.97478139,128,64,21,0,28,11,32,19,27,24,20,10
3432,4423,4424,19271,H PLACE NE AND 18TH STREET NE//18TH STREET NE AND H PLACE NE,-76.97749335,38.900868,64,64,2,5,7,9,23,19,25,22,7,9
3433,6618,6619,14505,ALLISON STREET NW AND 9TH STREET NW//9TH STREET NW AND ALLISON STREET NW,-77.02522188,38.94508974,89,64,7,13,7,7,18,16,39,19,18,9
3434,868,869,18349,WEST VIRGINIA AVENUE NE AND 15TH STREET NE//15TH STREET NE AND WEST VIRGINIA AVENUE NE,-76.98220721,38.91363139,87,64,7,5,10,9,34,25,29,14,7,11
3435,2856,2857,17419,ALTON PLACE NW AND RENO ROAD NW//RENO ROAD NW AND ALTON PLACE NW,-77.07234729,38.94708964,78,64,4,14,15,8,16,10,24,15,19,17
3436,6797,6798,16080,LAUREL STREET NW AND EASTERN AVENUE NW//EASTERN AVENUE NW AND LAUREL STREET NW,-77.01282068,38.97389647,297,64,33,6,98,16,72,21,65,14,29,7
3437,4675,4676,17946,H STREET NE AND 21ST STREET NE//21ST STREET NE AND H STREET NE,-76.97417332,38.90019270000001,109,64,8,11,8,10,24,15,46,19,23,9
3438,1604,1605,18991,FLORIDA AVENUE NE AND 9TH STREET NE//9TH STREET NE AND FLORIDA AVENUE NE,-76.99375792,38.90427408,113,64,11,11,14,10,22,16,40,19,26,8
3439,1779,1780,20512,FOXHALL ROAD NW AND DEERFIELD ROAD NW//DEERFIELD ROAD NW AND FOXHALL ROAD NW,-77.08877294,38.91802654,103,63,6,4,10,15,28,22,30,12,29,10
3440,4988,4989,14344,POTOMAC AVENUE SE AND 16TH STREET SE//16TH STREET SE AND POTOMAC AVENUE SE,-76.98221899,38.88166675,84,63,5,15,15,11,20,14,36,18,8,5
3441,5313,5314,19115,18TH STREET SE AND Q STREET SE//Q STREET SE AND 18TH STREET SE,-76.97901,38.87074525,117,63,1,4,9,11,25,8,65,25,17,15
3442,4071,4072,18201,LOWELL STREET NW AND 33RD PLACE NW//33RD PLACE NW AND LOWELL STREET NW,-77.06526079,38.93254353,75,63,6,19,6,11,7,7,40,16,16,10
3443,4502,4503,15524,SPRING ROAD NW AND KANSAS AVENUE NW//KANSAS AVENUE NW AND SPRING ROAD NW,-77.03002527,38.93636831,99,63,5,13,17,9,24,14,39,15,14,12
3444,63,64,15058,V STREET NW AND 49TH STREET NW//49TH STREET NW AND V STREET NW,-77.09677171,38.9181081,69,63,1,0,23,15,25,17,11,21,9,10
3445,103,104,18541,BERKELEY TERRACE NW AND BERKELEY TERRACE NW,-77.09368269,38.91858869,77,63,2,5,9,10,24,17,33,22,9,9
3446,2689,2690,14730,42ND STREET NW AND 42ND STREET NW//42ND STREET NW AND GARRISON STREET NW//GARRISON STREET NW AND 42ND STREET NW,-77.08202612,38.95595631,60,63,5,3,12,8,20,22,17,18,6,12
3447,772,773,13042,O STREET NW AND NEW JERSEY AVENUE NW//NEW JERSEY AVENUE NW AND O STREET NW,-77.01590805,38.90857411,148,63,15,12,15,12,38,14,52,20,28,5
3448,4060,4061,15434,NEBRASKA AVENUE NW AND BRANDYWINE STREET NW//BRANDYWINE STREET NW AND NEBRASKA AVENUE NW,-77.07580185,38.94973535,80,63,13,3,19,16,19,21,17,19,12,4
3449,7614,7615,14656,MINNESOTA AVENUE SE AND D STREET SE//D STREET SE AND MINNESOTA AVENUE SE,-76.956959,38.88438097,92,63,3,3,16,18,17,19,45,19,11,4
3450,5446,5447,-586,INTERSTATE 395 INTERSTATE BN AND D STREET SW,-77.02318686,38.88244799,44,63,11,2,10,13,12,19,9,26,2,3
3451,8182,8183,19527,MINNESOTA AVENUE SE AND 23RD STREET SE//23RD STREET SE AND MINNESOTA AVENUE SE,-76.97322801,38.87222153,77,63,9,9,16,10,21,11,16,17,15,16
3452,7966,7967,14558,MASSACHUSETTS AVENUE NW AND ALBEMARLE STREET NW//ALBEMARLE STREET NW AND MASSACHUSETTS AVENUE NW,-77.09959106,38.94790945,66,63,2,19,6,7,8,10,39,16,11,11
3453,3102,3103,17511,40TH STREET NE AND BENNING ROAD NE//BENNING ROAD NE AND 40TH STREET NE,-76.94663908,38.89402198,109,63,11,6,21,12,34,18,26,16,17,11
3454,1734,1735,18533,RANDOLPH PLACE NE AND 2ND STREET NE//2ND STREET NE AND RANDOLPH PLACE NE,-77.00350442,38.91333722,102,62,10,11,9,6,21,22,45,12,17,11
3455,4895,4896,19399,9TH STREET NE AND HAMLIN STREET NE//HAMLIN STREET NE AND 9TH STREET NE,-76.99368139,38.92745062,79,62,3,15,4,9,11,13,41,11,20,14
3456,3785,3786,16034,BUTTERNUT STREET NW AND 9TH STREET NW//9TH STREET NW AND BUTTERNUT STREET NW,-77.02561452,38.97361133,57,62,0,4,19,14,15,14,17,17,6,13
3457,4222,4223,17362,LINCOLN MEMORIAL CIRCLE NW AND ROCK CREEK & POTOMAC PARKWAY NW//ROCK CREEK & POTOMAC PARKWAY NW AND LINCOLN MEMORIAL CIRCLE NW,-77.05128055,38.88964224,89,62,4,0,15,12,26,20,32,16,12,14
3458,212,213,14821,VARNUM STREET NW AND GRANT CIRCLE NW//GRANT CIRCLE NW AND VARNUM STREET NW,-77.01995399,38.94310101,79,62,2,6,5,14,36,15,30,22,6,5
3459,6776,6777,16947,EDMUNDS STREET NW AND MASSACHUSETTS AVENUE NW//MASSACHUSETTS AVENUE NW AND EDMUNDS STREET NW,-77.06788023,38.92475218,86,62,3,0,19,12,20,23,35,20,9,7
3460,2791,2792,8756,INDIAN ROCK TERRACE NW AND Q PLACE NW//Q PLACE NW AND INDIAN ROCK TERRACE NW,-77.0864781,38.91020604,63,62,0,25,12,11,20,8,16,10,15,8
3461,1909,1910,15151,BRANDYWINE STREET NW AND 45TH STREET NW//45TH STREET NW AND BRANDYWINE STREET NW,-77.08863205,38.94969227,64,62,7,9,13,11,18,15,15,18,11,9
3462,5873,5874,14304,PARK PLACE NW AND PARK ROAD NW//PARK ROAD NW AND PARK PLACE NW//PARK PLACE NW AND PARK PLACE NW,-77.01880407,38.93269103,43,62,9,11,7,21,9,13,13,11,5,6
3463,7927,7928,19372,WEBSTER STREET NW AND 17TH STREET NW//17TH STREET NW AND WEBSTER STREET NW,-77.03881885,38.9440043,79,62,3,13,8,11,21,12,28,14,19,12
3464,5078,5079,18404,HOLBROOK STREET NE AND OATES STREET NE//OATES STREET NE AND HOLBROOK STREET NE,-76.98332679999999,38.90335853,120,62,4,13,18,12,26,11,48,17,24,9
3465,558,559,17291,RANDOLPH STREET NW AND ILLINOIS AVENUE NW//ILLINOIS AVENUE NW AND RANDOLPH STREET NW,-77.01662511,38.93891204,71,62,4,5,14,13,17,14,28,25,8,5
3466,5721,5722,16286,YUMA PLACE NW AND YUMA STREET NW//YUMA STREET NW AND YUMA PLACE NW,-77.10050783,38.94603314,113,62,0,0,16,8,49,19,36,26,12,9
3467,2293,2294,18181,DALECARLIA PARKWAY NW AND LOUGHBORO ROAD NW//LOUGHBORO ROAD NW AND DALECARLIA PARKWAY NW,-77.10648054,38.93574092,72,62,14,4,14,10,22,22,16,17,6,9
3468,1088,1089,15812,BRANDYWINE STREET NW AND RIVER ROAD NW//RIVER ROAD NW AND BRANDYWINE STREET NW,-77.08161191,38.94968784,59,62,4,1,21,11,14,23,16,20,4,7
3469,5141,5142,18681,HIGH STREET SE AND VALLEY PLACE SE//VALLEY PLACE SE AND HIGH STREET SE,-76.98665566,38.86238170000001,144,62,7,8,9,14,18,15,55,17,55,8
3470,1531,1532,18762,FARRAGUT STREET NE AND FORT TOTTEN DRIVE NE//FORT TOTTEN DRIVE NE AND FARRAGUT STREET NE,-77.00782952,38.95179877,83,62,10,9,10,11,16,15,30,13,17,14
3471,6745,6746,18475,Q STREET SE AND 16TH STREET SE//16TH STREET SE AND Q STREET SE,-76.98222413,38.87074136,94,61,7,6,22,13,27,22,25,11,13,9
3472,987,988,19755,JAY STREET NE AND 44TH STREET NE//44TH STREET NE AND JAY STREET NE,-76.93918486,38.90149087,81,61,4,6,6,3,36,22,27,21,8,9
3473,6444,6445,-741,ROCHAMBEAU BRIDGE SW AND 14TH STREET SW,-77.03932153,38.87834387,111,61,1,1,22,5,43,17,31,25,14,13
3474,7425,7426,18065,QUINCY STREET NE AND 10TH STREET NE//10TH STREET NE AND QUINCY STREET NE,-76.99354978,38.93782467,76,61,12,3,16,10,14,21,23,16,11,11
3475,6794,6795,-2,INTERSTATE 395 SOUTHBOUND UNDER E STREET NW,-77.01423663,38.89612546,132,61,17,0,23,11,35,14,44,29,13,7
3476,7993,7994,16280,WISCONSIN AVENUE NW AND TENLEY CIRCLE NW//TENLEY CIRCLE NW AND WISCONSIN AVENUE NW,-77.07862484,38.94603351,118,61,13,1,28,14,34,21,32,17,11,8
3477,60,61,16193,48TH STREET NW AND 48TH STREET NW//ALBEMARLE STREET NW AND 48TH STREET NW//48TH STREET NW AND ALBEMARLE STREET NW,-77.09433840000001,38.94790993,63,61,3,5,11,10,21,24,24,17,4,5
3478,8244,8245,-616,INTERSTATE 295 INTERSTATE BN AND N STREET SE,-76.99110357,38.87234353,107,61,5,1,22,17,29,14,38,23,13,6
3479,961,962,19035,SHEPHERD STREET NE AND 19TH STREET NE//19TH STREET NE AND SHEPHERD STREET NE,-76.97831391,38.93964981,58,61,14,8,11,22,6,13,12,10,15,8
3480,196,197,18338,34TH PLACE NW AND GARFIELD STREET NW//GARFIELD STREET NW AND 34TH PLACE NW,-77.06750449,38.92752606,81,61,11,7,22,11,20,22,18,12,10,9
3481,193,194,18191,NEW HAMPSHIRE AVENUE NW AND GALLATIN STREET NW//GALLATIN STREET NW AND NEW HAMPSHIRE AVENUE NW,-77.01242901,38.95230833,94,61,12,13,12,6,17,10,32,20,21,12
3482,2420,2421,14789,43RD STREET NW AND MILITARY ROAD NW//MILITARY ROAD NW AND 43RD STREET NW,-77.0837615,38.96101971,53,61,5,8,11,15,13,16,21,17,3,5
3483,256,257,16556,WYOMING AVENUE NW AND 24TH STREET NW//24TH STREET NW AND WYOMING AVENUE NW,-77.05260231,38.91700388,82,60,2,9,14,13,22,11,32,19,12,8
3484,2402,2403,19306,DECATUR STREET NW AND 15TH STREET NW//15TH STREET NW AND DECATUR STREET NW,-77.03451697,38.94825909,59,60,4,15,3,12,15,9,26,12,11,12
3485,3689,3690,19447,17TH STREET SE AND T STREET SE//T STREET SE AND 17TH STREET SE,-76.98077714,38.86726686,79,60,3,10,15,12,19,12,23,19,19,7
3486,6198,6199,-685,3RD STREET SE AND INTERSTATE 695 INTERSTATE,-77.00204736,38.88075909,127,60,20,12,17,9,18,13,54,14,18,12
3487,469,470,15646,34TH STREET NW AND QUEBEC STREET NW//34TH STREET NW AND QUEBEC PLACE NW//RENO ROAD NW AND QUEBEC STREET NW//QUEBEC STREET NW AND RENO ROAD NW//RENO ROAD NW AND QUEBEC PLACE NW//QUEBEC STREET NW AND QUEBEC PLACE NW//34TH STREET NW AND RENO ROAD NW//RENO ROAD NW AND 34TH STREET NW//QUEBEC PLACE NW AND 34TH STREET NW//QUEBEC PLACE NW AND RENO ROAD NW//QUEBEC STREET NW AND 34TH STREET NW//QUEBEC PLACE NW AND QUEBEC STREET NW,-77.06638868,38.9381511,79,60,1,8,19,9,30,20,23,18,6,5
3488,4626,4627,18444,SICARD STREET SE AND PAULDING AVENUE SE//PAULDING AVENUE SE AND SICARD STREET SE,-76.99556518,38.87289798,74,60,4,1,13,14,22,16,25,24,10,5
3489,3822,3823,14050,UNDERWOOD STREET NW AND LUZON AVENUE NW//LUZON AVENUE NW AND UNDERWOOD STREET NW,-77.03415962,38.96903549,63,60,0,10,8,14,10,13,23,16,22,7
3490,5269,5270,19454,BANGOR STREET SE AND PITTS PLACE SE//PITTS PLACE SE AND BANGOR STREET SE,-76.98482957,38.86052754,74,60,7,6,11,15,18,22,20,12,18,5
3491,129,130,11651,BUCHANAN STREET NW AND 16TH STREET NW//16TH STREET NW AND BUCHANAN STREET NW,-77.03642842,38.94612923,86,60,18,19,15,15,20,10,22,13,11,3
3492,1184,1185,19579,14TH STREET NW AND SHERIDAN STREET NW//SHERIDAN STREET NW AND 14TH STREET NW,-77.03341882,38.96613784,81,60,6,9,8,7,17,13,29,18,21,13
3493,3593,3594,17197,15TH STREET SE AND G STREET SE//G STREET SE AND 15TH STREET SE,-76.98365247,38.88126572,83,60,9,8,9,10,15,6,33,23,17,13
3494,4673,4674,16486,M STREET NE AND 21ST STREET NE//21ST STREET NE AND M STREET NE,-76.97417274,38.90562336,86,60,6,3,14,12,29,20,24,15,13,10
3495,7796,7797,-593,LINCOLN MEMORIAL CIRCLE SW AND ROCK CREEK & POTOMAC PARKWAY NW,-77.05140274,38.88918388,72,60,2,2,14,8,38,30,17,19,1,1
3496,3725,3726,-407,INTERSTATE 395 INTERSTATE BN AND 9TH STREET SW,-77.02042508,38.8823456,43,60,3,5,4,10,13,19,14,23,9,3
3497,3969,3970,18495,BANCROFT PLACE NW AND 23RD STREET NW//23RD STREET NW AND BANCROFT PLACE NW,-77.05062495,38.91483024,87,60,7,13,14,5,13,10,36,24,17,8
3498,2046,2047,13294,KALMIA ROAD NW AND 14TH STREET NW//14TH STREET NW AND KALMIA ROAD NW,-77.03341063,38.98509206,33,60,0,8,3,3,11,15,18,28,1,6
3499,3297,3298,19397,WHITE PLACE SE AND PARK PLACE SE//PARK PLACE SE AND WHITE PLACE SE,-76.97194097,38.87152695,57,60,6,10,13,17,14,13,14,13,10,7
3500,504,505,17865,CHESTNUT STREET NW AND SPRING PLACE NW//SPRING PLACE NW AND CHESTNUT STREET NW,-77.01970446,38.9766132,23,59,1,4,8,10,6,14,4,25,4,6
3501,7409,7410,13148,51ST STREET SE AND QUEENS STROLL PLACE SE//QUEENS STROLL PLACE SE AND 51ST STREET SE,-76.9288426,38.88298029999999,71,59,1,12,9,19,14,20,27,4,20,4
3502,6932,6933,19057,WOODLEY ROAD NW AND IDAHO AVENUE NW//IDAHO AVENUE NW AND WOODLEY ROAD NW,-77.07629488,38.9322484,76,59,3,8,7,6,22,14,28,21,16,10
3503,7686,7687,14583,RIVER ROAD NW AND 43RD STREET NW//43RD STREET NW AND RIVER ROAD NW,-77.08387847,38.95128961,71,59,5,1,30,7,23,32,13,15,0,4
3504,7525,7526,13690,BROOKLEY AVENUE SW AND THOMAS ROAD SW//THOMAS ROAD SW AND BROOKLEY AVENUE SW,-77.00656148,38.85465656,117,59,68,2,10,9,29,34,7,14,3,0
3505,515,516,19269,17TH STREET NW AND TAYLOR STREET NW//TAYLOR STREET NW AND 17TH STREET NW,-77.0382879,38.94081086,54,59,2,10,5,11,19,15,16,16,12,7
3506,1238,1239,17486,13TH STREET NW AND VAN BUREN STREET NW//VAN BUREN STREET NW AND 13TH STREET NW,-77.02968607,38.96992546,85,59,1,5,12,9,16,14,39,15,17,16
3507,334,335,14943,32ND STREET NW AND CLEVELAND AVENUE NW//CLEVELAND AVENUE NW AND 32ND STREET NW//CLEVELAND AVENUE NW AND GARFIELD STREET NW//GARFIELD STREET NW AND CLEVELAND AVENUE NW//GARFIELD STREET NW AND 32ND STREET NW//32ND STREET NW AND GARFIELD STREET NW,-77.06323985,38.92752034,131,59,11,6,16,8,32,16,51,22,21,7
3508,2492,2493,18743,BUCHANAN STREET NW AND NEW HAMPSHIRE AVENUE NW//NEW HAMPSHIRE AVENUE NW AND BUCHANAN STREET NW,-77.01681074,38.94640935,66,59,1,1,5,4,34,23,22,21,4,10
